node_id,graph_view,node_type,degree_total,weighted_degree
warehouse_measurement:measurement:synnetqos_m_00036166:bc22235730e1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042897:903fbf470147,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036148:94b41ced19c2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036168:c73afd9e56a7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036138:829b9f1c9d1a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036129:e7977f260e38,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036132:caf0d09d7fa5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036133:1bbb4bb8e858,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036134:bea82a9930ff,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036135:d73d123a7fd8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036136:e94cdce1662e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036137:45ea9bcbdd0c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036139:44254bda0b27,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036147:f56d64cdcf3d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042899:897c64f9877c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042898:50a2bc0d719a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036142:70df15a8a4d7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036143:bd738f1754f9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036144:39ec25246b6b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036145:f66fdb7c6746,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036146:3f4779eb0725,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036167:1a56df79ebd0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036169:27cb3abab3ca,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036209:340b356f0bc8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042887:d588c879f744,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036193:03dda59fc38f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036194:84f532bf47d8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036195:f9e43b91e94c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036196:8ae87e312bf8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036197:2c3f143fc03e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036198:9f331691ec4e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036199:91d173b0051a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042886:fb3cc534039e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042888:3d9c15435bd8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036202:a839cecedd05,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036203:0e83c7edd001,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036204:de725889ff93,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036205:ce3c43eeebef,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036206:09b0584b3fdc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036207:57bdbd1c4425,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036208:1d31a326b63b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036192:30f89ed9b6b1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042889:bb99656fe645,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042893:9491798762c1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036178:339d40229d93,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042892:4bcce01a547f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036172:23d82e93c43e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036173:b42e7c487772,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036174:427b5dc19d3b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036175:042e38824771,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036176:1ade63fdfa81,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036177:058831636d25,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036179:b43fe53f786c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036189:f31573ca2a01,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036182:e67ae16a8099,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036183:97a341b210c5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036184:c74edccba84f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036185:d843ab5f07ac,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036186:5394005e07c3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036187:736c6e37fbd0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036188:0a43340d21ae,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036293:2ac8e78b7c26,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036294:060d99cf5a62,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036295:72ff354d3295,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036407:054d0e6e2a91,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042847:b9f95f9cf978,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042846:836778e19bc0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036402:61f0db1a8e14,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036403:4b59ac695e41,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036404:649ed7ac15e9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036405:6015d1b329a8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036406:3413bf51a391,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036408:736e45b16315,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036398:2dae10591dcb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036409:753ed3006254,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042845:263a5a900cf8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042844:7c9ad37a6a38,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036412:b3e65625398a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036413:1957267d9b9d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036414:e1c7e30d523b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036415:c4fe4b8d52dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036399:991b3b22d923,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036397:136950d4c700,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036417:6621e407ea6e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036387:046fa60edbcc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036378:f3b198421a7e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036379:ba2098b245b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036382:f24c87adf736,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036383:3528bc56824f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036384:3f2c7716a969,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036385:576afa8bb6ea,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036386:ded96522189f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036388:18ed41780d92,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036396:d418096448eb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036389:10ad2db24a73,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042849:c7bc8eed873b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042848:8f569a20ad58,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036392:fbe3d9e4315c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036393:6421c1e202b0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036394:1e3d5ade5a35,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036395:28521223ca0a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036416:2f6b279b6d12,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036418:2961fdf00942,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036296:5df5375b8d26,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036449:7389cb2428fb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036442:75acd1ed3195,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036443:e5c63e43d5cd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036444:32589eb5b463,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036445:043f8c9c8114,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036446:626f35e059c1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036447:de906e03e7de,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036448:dcad4505a74a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042837:52dcc2700bd7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042839:4e7ae6142033,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042836:d887d2fe4e5d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036452:55984e992755,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036453:a6322e1e17ad,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036454:9b498e7a3435,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036455:a57dcfa8dc48,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036456:e904d8c764ca,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036457:04f47ca101aa,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042838:8b460d824ab2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036439:991fa055a6de,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036419:cd2f45454273,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036427:6a2a904afc56,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042843:acc5185f4b43,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042842:92148200fc5a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036422:b4f11b399f07,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036423:42d31259f00c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036424:6733c5d23f37,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036425:683a2ca38c5b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036426:57704efb4ee9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036428:be603b6815e9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036438:43164b9ed838,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036429:12ea9d321487,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036432:0a31dfb1b695,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036433:559d62e5b128,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036434:4d4e111f5c57,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036435:306ccc02719a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036436:972522125891,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036437:2e284dee4c38,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036377:f5f366cdd875,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036376:6da1bd1ba8e7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036375:a32ea16b7dbc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036324:e26cca6d650c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036317:ead131234fbe,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036318:d112ccde34b5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036319:bc3763d663c5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042863:2c915babd7d0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042862:03b22a7606dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036322:dd195d38f957,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036323:eb9546e73e5f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036325:67fd5ce259dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036315:edff5fccd64a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036326:d84ba4f11896,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036327:536ec211f7ea,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036328:b0c55a4c9e8e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036329:24935ca8ac0a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036332:d3b610d13a7d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036333:263b21ef46e3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036334:0e868e4f5a24,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036316:fe083a397c34,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036314:facd6b8d0b98,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036374:8340658bc7ec,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036304:f613dd1deb83,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036297:b751f11799dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036298:de16e3b68e4e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036299:77c20cb19c16,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042867:1f1b9732db02,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042866:4898bef6ef7a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036302:130168df9d49,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036303:38aadc254f27,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036305:4c4bc8c931b6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036313:aacf668c4143,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036306:eb07dfd8d7ac,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036307:3a006de2216a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036308:c5017c941976,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036309:91107824dfe2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042865:1299496cb418,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042864:ab4c3cf1850b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036312:98554ffba6cd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036335:3adc3f2eb776,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036336:e932d2dece21,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036337:d68dd16436bd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036365:04f380d9835e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036358:65076dd8be9d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036359:5f0bf6be94bc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042855:ca9429ff679d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042854:6b683d9d9591,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036362:05c8dcf52bc2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036363:4da084130033,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036364:62bb9c1ce0b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036366:0d0fc9ad531e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036338:ffa12c7c0a48,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036367:1ea51cc53f95,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036368:c903de516be7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036369:08b4ef3f49da,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042853:44163561c9fd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042852:b77ea4171f6c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036372:3f3418e51095,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036373:e01e68f3ad08,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036357:9cdde5034f90,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036356:87ed2e5801bf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036355:9b0530f00ca4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036354:ac07e09f83ab,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036339:f2090ff14565,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042859:597fddc94a24,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042858:ed73bf98b669,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036342:c546e5c2c201,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036343:09d4bf773cee,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036344:9ab3fedb258c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036345:776716524fcb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036346:e6e1c0a0db21,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036347:cbb60190e95f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036348:e8b9394281ba,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036349:ef8a4e6f8201,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042857:bb15825e2a0a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042856:6f8913e214ed,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036352:3449a0d9a68e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036353:ff9db818f273,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036128:105294853e2c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036127:f0a7268c3f69,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00036126:d2c5de66edca,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035909:6c23bf9d8587,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035902:3388bb930663,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035903:637419a5d7a1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035904:ee25a4c7d4fc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035905:d2fd7b18185c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035906:284cdb919884,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035907:6fb7691f77ff,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035908:0b89e40c491c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042945:64a87f3efefb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042947:c585779f1359,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042944:8a0f54020de2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035912:bdaffafa9e0a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035913:f1bde7141e7e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035914:48b540e30853,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035915:3608af917623,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035916:76921c3088d3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035917:a2bee1024191,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042946:3d56e8e7422e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035899:9df59b925d4c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035919:3df75fcce9c7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035889:9e056ba28db7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035882:44e28b151443,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035883:dbd50244b2ee,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035884:770e9c20eff2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035885:54a21d1f3818,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035886:52017b94d63a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035887:199cd6f9dc2a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035888:a8efa9360e24,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042949:b89dc628c9be,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035898:58623c4b24c6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042948:3b596b124376,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035892:173daa68f6e1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035893:b5d1964ebb2f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035894:5607b3e29a7d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035895:4f8a6aabd3aa,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035896:eec8b7c9344c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035897:b0c91564a5b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00035918:19c2e7e96297,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042943:0d4fc40d8b40,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00042934:3ab5fee93799,warehouse_measurement,measurement,14,14.0
