node_id,node_type,graph_view,node_label,source_dataset,source_column,source_value,session_id,row_count,degraded_count,degradation_fraction
warehouse_measurement:session:s042_02495:34c516a5a749,session,warehouse_measurement,S042_02495,synnetqos,session_id,S042_02495,S042_02495,10,7,0.7
warehouse_measurement:session:s042_02496:0f707e4c01b4,session,warehouse_measurement,S042_02496,synnetqos,session_id,S042_02496,S042_02496,10,10,1.0
warehouse_measurement:session:s042_02497:a9e7430f11db,session,warehouse_measurement,S042_02497,synnetqos,session_id,S042_02497,S042_02497,10,4,0.4
warehouse_measurement:session:s042_02498:6f1c999aa2b6,session,warehouse_measurement,S042_02498,synnetqos,session_id,S042_02498,S042_02498,10,0,0.0
warehouse_measurement:session:s042_02499:27dc265c9fbf,session,warehouse_measurement,S042_02499,synnetqos,session_id,S042_02499,S042_02499,10,6,0.6
warehouse_measurement:session:s042_02500:ed9141592384,session,warehouse_measurement,S042_02500,synnetqos,session_id,S042_02500,S042_02500,10,1,0.1
warehouse_measurement:session:s042_02501:eae50b41117b,session,warehouse_measurement,S042_02501,synnetqos,session_id,S042_02501,S042_02501,10,9,0.9
warehouse_measurement:session:s042_02502:aa4da04684c2,session,warehouse_measurement,S042_02502,synnetqos,session_id,S042_02502,S042_02502,10,0,0.0
warehouse_measurement:session:s042_02503:d35cae39e23a,session,warehouse_measurement,S042_02503,synnetqos,session_id,S042_02503,S042_02503,10,2,0.2
warehouse_measurement:session:s042_02504:b29eada53fba,session,warehouse_measurement,S042_02504,synnetqos,session_id,S042_02504,S042_02504,10,2,0.2
warehouse_measurement:session:s042_02505:5ec34a0a26cf,session,warehouse_measurement,S042_02505,synnetqos,session_id,S042_02505,S042_02505,10,9,0.9
warehouse_measurement:session:s042_02506:2e784791be44,session,warehouse_measurement,S042_02506,synnetqos,session_id,S042_02506,S042_02506,10,7,0.7
warehouse_measurement:session:s042_02507:9d5563f34434,session,warehouse_measurement,S042_02507,synnetqos,session_id,S042_02507,S042_02507,10,1,0.1
warehouse_measurement:session:s042_02508:138a1052e8b4,session,warehouse_measurement,S042_02508,synnetqos,session_id,S042_02508,S042_02508,10,10,1.0
warehouse_measurement:session:s042_02509:f46951786f1f,session,warehouse_measurement,S042_02509,synnetqos,session_id,S042_02509,S042_02509,10,10,1.0
warehouse_measurement:session:s042_02510:500b740350e8,session,warehouse_measurement,S042_02510,synnetqos,session_id,S042_02510,S042_02510,10,3,0.3
warehouse_measurement:session:s042_02511:429727fceb97,session,warehouse_measurement,S042_02511,synnetqos,session_id,S042_02511,S042_02511,10,4,0.4
warehouse_measurement:session:s042_02512:55210809cfea,session,warehouse_measurement,S042_02512,synnetqos,session_id,S042_02512,S042_02512,10,0,0.0
warehouse_measurement:session:s042_02513:fa4c19fe67c4,session,warehouse_measurement,S042_02513,synnetqos,session_id,S042_02513,S042_02513,10,10,1.0
warehouse_measurement:session:s042_02514:c78f13297479,session,warehouse_measurement,S042_02514,synnetqos,session_id,S042_02514,S042_02514,10,7,0.7
warehouse_measurement:session:s042_02515:750152a3c3fc,session,warehouse_measurement,S042_02515,synnetqos,session_id,S042_02515,S042_02515,10,0,0.0
warehouse_measurement:session:s042_02516:05184a0f8f69,session,warehouse_measurement,S042_02516,synnetqos,session_id,S042_02516,S042_02516,10,6,0.6
warehouse_measurement:session:s042_02517:01093e7fd69c,session,warehouse_measurement,S042_02517,synnetqos,session_id,S042_02517,S042_02517,10,0,0.0
warehouse_measurement:session:s042_02518:0e3044495a92,session,warehouse_measurement,S042_02518,synnetqos,session_id,S042_02518,S042_02518,10,9,0.9
warehouse_measurement:session:s042_02519:8b37275edc2c,session,warehouse_measurement,S042_02519,synnetqos,session_id,S042_02519,S042_02519,10,1,0.1
warehouse_measurement:session:s042_02520:855fc53e4f7c,session,warehouse_measurement,S042_02520,synnetqos,session_id,S042_02520,S042_02520,10,1,0.1
warehouse_measurement:session:s042_02521:011b79f9c014,session,warehouse_measurement,S042_02521,synnetqos,session_id,S042_02521,S042_02521,10,4,0.4
warehouse_measurement:session:s042_02522:b96b7b07f1a7,session,warehouse_measurement,S042_02522,synnetqos,session_id,S042_02522,S042_02522,10,0,0.0
warehouse_measurement:session:s042_02523:4d3b3f9266df,session,warehouse_measurement,S042_02523,synnetqos,session_id,S042_02523,S042_02523,10,10,1.0
warehouse_measurement:session:s042_02524:03cf067b1aa9,session,warehouse_measurement,S042_02524,synnetqos,session_id,S042_02524,S042_02524,10,2,0.2
warehouse_measurement:session:s042_02525:fa1548ec6662,session,warehouse_measurement,S042_02525,synnetqos,session_id,S042_02525,S042_02525,10,5,0.5
warehouse_measurement:session:s042_02526:3f11e702dd55,session,warehouse_measurement,S042_02526,synnetqos,session_id,S042_02526,S042_02526,10,3,0.3
warehouse_measurement:session:s042_02527:077761962580,session,warehouse_measurement,S042_02527,synnetqos,session_id,S042_02527,S042_02527,10,3,0.3
warehouse_measurement:session:s042_02528:685b28386680,session,warehouse_measurement,S042_02528,synnetqos,session_id,S042_02528,S042_02528,10,3,0.3
warehouse_measurement:session:s042_02529:3277db1b3de6,session,warehouse_measurement,S042_02529,synnetqos,session_id,S042_02529,S042_02529,10,9,0.9
warehouse_measurement:session:s042_02530:048986e4b823,session,warehouse_measurement,S042_02530,synnetqos,session_id,S042_02530,S042_02530,10,8,0.8
warehouse_measurement:session:s042_02531:f3354c283b46,session,warehouse_measurement,S042_02531,synnetqos,session_id,S042_02531,S042_02531,10,3,0.3
warehouse_measurement:session:s042_02532:1d766709c25a,session,warehouse_measurement,S042_02532,synnetqos,session_id,S042_02532,S042_02532,10,9,0.9
warehouse_measurement:session:s042_02533:be38ef251374,session,warehouse_measurement,S042_02533,synnetqos,session_id,S042_02533,S042_02533,10,2,0.2
warehouse_measurement:session:s042_02534:452e3aad8b25,session,warehouse_measurement,S042_02534,synnetqos,session_id,S042_02534,S042_02534,10,10,1.0
warehouse_measurement:session:s042_02535:d2f5e6650e80,session,warehouse_measurement,S042_02535,synnetqos,session_id,S042_02535,S042_02535,10,8,0.8
warehouse_measurement:session:s042_02536:d0eff77f6c31,session,warehouse_measurement,S042_02536,synnetqos,session_id,S042_02536,S042_02536,10,10,1.0
warehouse_measurement:session:s042_02537:2f799cc7ad45,session,warehouse_measurement,S042_02537,synnetqos,session_id,S042_02537,S042_02537,10,10,1.0
warehouse_measurement:session:s042_02538:d908ac7a5b1f,session,warehouse_measurement,S042_02538,synnetqos,session_id,S042_02538,S042_02538,10,1,0.1
warehouse_measurement:session:s042_02539:c037a9c2d2a3,session,warehouse_measurement,S042_02539,synnetqos,session_id,S042_02539,S042_02539,10,10,1.0
warehouse_measurement:session:s042_02540:d4799f810d06,session,warehouse_measurement,S042_02540,synnetqos,session_id,S042_02540,S042_02540,10,10,1.0
warehouse_measurement:session:s042_02541:2cc9165f9106,session,warehouse_measurement,S042_02541,synnetqos,session_id,S042_02541,S042_02541,10,2,0.2
warehouse_measurement:session:s042_02542:8df83b1a390b,session,warehouse_measurement,S042_02542,synnetqos,session_id,S042_02542,S042_02542,10,10,1.0
warehouse_measurement:session:s042_02543:034762273dee,session,warehouse_measurement,S042_02543,synnetqos,session_id,S042_02543,S042_02543,10,4,0.4
warehouse_measurement:session:s042_02544:99f4571bae9d,session,warehouse_measurement,S042_02544,synnetqos,session_id,S042_02544,S042_02544,10,10,1.0
warehouse_measurement:session:s042_02545:b12a9f830c81,session,warehouse_measurement,S042_02545,synnetqos,session_id,S042_02545,S042_02545,10,4,0.4
warehouse_measurement:session:s042_02546:cf485d015b01,session,warehouse_measurement,S042_02546,synnetqos,session_id,S042_02546,S042_02546,10,2,0.2
warehouse_measurement:session:s042_02547:a872dc69e6d2,session,warehouse_measurement,S042_02547,synnetqos,session_id,S042_02547,S042_02547,10,3,0.3
warehouse_measurement:session:s042_02548:e8435e460352,session,warehouse_measurement,S042_02548,synnetqos,session_id,S042_02548,S042_02548,10,7,0.7
warehouse_measurement:session:s042_02549:7a80bf4fa69b,session,warehouse_measurement,S042_02549,synnetqos,session_id,S042_02549,S042_02549,10,4,0.4
warehouse_measurement:session:s042_02550:a49765282295,session,warehouse_measurement,S042_02550,synnetqos,session_id,S042_02550,S042_02550,10,10,1.0
warehouse_measurement:session:s042_02551:44081fba03bf,session,warehouse_measurement,S042_02551,synnetqos,session_id,S042_02551,S042_02551,10,1,0.1
warehouse_measurement:session:s042_02552:ec497d1b475a,session,warehouse_measurement,S042_02552,synnetqos,session_id,S042_02552,S042_02552,10,10,1.0
warehouse_measurement:session:s042_02553:2d352002155b,session,warehouse_measurement,S042_02553,synnetqos,session_id,S042_02553,S042_02553,10,6,0.6
warehouse_measurement:session:s042_02554:d4d2ad2e2aff,session,warehouse_measurement,S042_02554,synnetqos,session_id,S042_02554,S042_02554,10,3,0.3
warehouse_measurement:session:s042_02555:ca5fdd0f24ac,session,warehouse_measurement,S042_02555,synnetqos,session_id,S042_02555,S042_02555,10,1,0.1
warehouse_measurement:session:s042_02556:dc030e2b9c85,session,warehouse_measurement,S042_02556,synnetqos,session_id,S042_02556,S042_02556,10,1,0.1
warehouse_measurement:session:s042_02557:23ddfa65fcb4,session,warehouse_measurement,S042_02557,synnetqos,session_id,S042_02557,S042_02557,10,10,1.0
warehouse_measurement:session:s042_02558:80ce737be59b,session,warehouse_measurement,S042_02558,synnetqos,session_id,S042_02558,S042_02558,10,3,0.3
warehouse_measurement:session:s042_02559:3f91abbb69a6,session,warehouse_measurement,S042_02559,synnetqos,session_id,S042_02559,S042_02559,10,7,0.7
warehouse_measurement:session:s042_02560:19ce94539544,session,warehouse_measurement,S042_02560,synnetqos,session_id,S042_02560,S042_02560,10,3,0.3
warehouse_measurement:session:s042_02561:f660d6efc175,session,warehouse_measurement,S042_02561,synnetqos,session_id,S042_02561,S042_02561,10,5,0.5
warehouse_measurement:session:s042_02562:318eb04d1a2b,session,warehouse_measurement,S042_02562,synnetqos,session_id,S042_02562,S042_02562,10,9,0.9
warehouse_measurement:session:s042_02563:d2f339f8b2c6,session,warehouse_measurement,S042_02563,synnetqos,session_id,S042_02563,S042_02563,10,9,0.9
warehouse_measurement:session:s042_02564:c2890a60329c,session,warehouse_measurement,S042_02564,synnetqos,session_id,S042_02564,S042_02564,10,2,0.2
warehouse_measurement:session:s042_02565:81592470070d,session,warehouse_measurement,S042_02565,synnetqos,session_id,S042_02565,S042_02565,10,0,0.0
warehouse_measurement:session:s042_02566:03d1659bcb48,session,warehouse_measurement,S042_02566,synnetqos,session_id,S042_02566,S042_02566,10,2,0.2
warehouse_measurement:session:s042_02567:24e6c5a83f9f,session,warehouse_measurement,S042_02567,synnetqos,session_id,S042_02567,S042_02567,10,0,0.0
warehouse_measurement:session:s042_02568:9dabbe8894a0,session,warehouse_measurement,S042_02568,synnetqos,session_id,S042_02568,S042_02568,10,2,0.2
warehouse_measurement:session:s042_02569:9f08d3f0d1a5,session,warehouse_measurement,S042_02569,synnetqos,session_id,S042_02569,S042_02569,10,2,0.2
warehouse_measurement:session:s042_02570:e3373cfb74b8,session,warehouse_measurement,S042_02570,synnetqos,session_id,S042_02570,S042_02570,10,0,0.0
warehouse_measurement:session:s042_02571:ac91ded178a5,session,warehouse_measurement,S042_02571,synnetqos,session_id,S042_02571,S042_02571,10,7,0.7
warehouse_measurement:session:s042_02572:cdce56f8d237,session,warehouse_measurement,S042_02572,synnetqos,session_id,S042_02572,S042_02572,10,5,0.5
warehouse_measurement:session:s042_02573:1db238ac3435,session,warehouse_measurement,S042_02573,synnetqos,session_id,S042_02573,S042_02573,10,5,0.5
warehouse_measurement:session:s042_02574:94ac97975abd,session,warehouse_measurement,S042_02574,synnetqos,session_id,S042_02574,S042_02574,10,9,0.9
warehouse_measurement:session:s042_02575:acff3b66b7d9,session,warehouse_measurement,S042_02575,synnetqos,session_id,S042_02575,S042_02575,10,1,0.1
warehouse_measurement:session:s042_02576:eb336647dc61,session,warehouse_measurement,S042_02576,synnetqos,session_id,S042_02576,S042_02576,10,7,0.7
warehouse_measurement:session:s042_02577:7b54eeaf81c5,session,warehouse_measurement,S042_02577,synnetqos,session_id,S042_02577,S042_02577,10,0,0.0
warehouse_measurement:session:s042_02578:0d4f9f421518,session,warehouse_measurement,S042_02578,synnetqos,session_id,S042_02578,S042_02578,10,2,0.2
warehouse_measurement:session:s042_02579:9cf1de41f320,session,warehouse_measurement,S042_02579,synnetqos,session_id,S042_02579,S042_02579,10,10,1.0
warehouse_measurement:session:s042_02580:2718566a8c01,session,warehouse_measurement,S042_02580,synnetqos,session_id,S042_02580,S042_02580,10,10,1.0
warehouse_measurement:session:s042_02581:bb36282a5e52,session,warehouse_measurement,S042_02581,synnetqos,session_id,S042_02581,S042_02581,10,7,0.7
warehouse_measurement:session:s042_02582:3ecfb923f683,session,warehouse_measurement,S042_02582,synnetqos,session_id,S042_02582,S042_02582,10,4,0.4
warehouse_measurement:session:s042_02583:dece1f5bb715,session,warehouse_measurement,S042_02583,synnetqos,session_id,S042_02583,S042_02583,10,5,0.5
warehouse_measurement:session:s042_02584:85d95db6033f,session,warehouse_measurement,S042_02584,synnetqos,session_id,S042_02584,S042_02584,10,6,0.6
warehouse_measurement:session:s042_02585:53def19f85a2,session,warehouse_measurement,S042_02585,synnetqos,session_id,S042_02585,S042_02585,10,5,0.5
warehouse_measurement:session:s042_02586:fcbf368ae94c,session,warehouse_measurement,S042_02586,synnetqos,session_id,S042_02586,S042_02586,10,8,0.8
warehouse_measurement:session:s042_02587:c44fba923da1,session,warehouse_measurement,S042_02587,synnetqos,session_id,S042_02587,S042_02587,10,8,0.8
warehouse_measurement:session:s042_02588:13ed8ce76475,session,warehouse_measurement,S042_02588,synnetqos,session_id,S042_02588,S042_02588,10,0,0.0
warehouse_measurement:session:s042_02589:b40ed981b4d8,session,warehouse_measurement,S042_02589,synnetqos,session_id,S042_02589,S042_02589,10,10,1.0
warehouse_measurement:session:s042_02590:79c275bacbfe,session,warehouse_measurement,S042_02590,synnetqos,session_id,S042_02590,S042_02590,10,0,0.0
warehouse_measurement:session:s042_02591:73661c9e84e4,session,warehouse_measurement,S042_02591,synnetqos,session_id,S042_02591,S042_02591,10,1,0.1
warehouse_measurement:session:s042_02592:bb2d8b51c680,session,warehouse_measurement,S042_02592,synnetqos,session_id,S042_02592,S042_02592,10,8,0.8
warehouse_measurement:session:s042_02593:d99c0594fa2b,session,warehouse_measurement,S042_02593,synnetqos,session_id,S042_02593,S042_02593,10,9,0.9
warehouse_measurement:session:s042_02594:3a5fa7d2de50,session,warehouse_measurement,S042_02594,synnetqos,session_id,S042_02594,S042_02594,10,5,0.5
warehouse_measurement:session:s042_02595:c8dde4fbfa0d,session,warehouse_measurement,S042_02595,synnetqos,session_id,S042_02595,S042_02595,10,1,0.1
warehouse_measurement:session:s042_02596:12bcfd62f696,session,warehouse_measurement,S042_02596,synnetqos,session_id,S042_02596,S042_02596,10,9,0.9
warehouse_measurement:session:s042_02597:684c870933d3,session,warehouse_measurement,S042_02597,synnetqos,session_id,S042_02597,S042_02597,10,7,0.7
warehouse_measurement:session:s042_02598:b83a2605b57f,session,warehouse_measurement,S042_02598,synnetqos,session_id,S042_02598,S042_02598,10,6,0.6
warehouse_measurement:session:s042_02599:65c4ec1738b0,session,warehouse_measurement,S042_02599,synnetqos,session_id,S042_02599,S042_02599,10,2,0.2
warehouse_measurement:session:s042_02600:ce4540263b3c,session,warehouse_measurement,S042_02600,synnetqos,session_id,S042_02600,S042_02600,10,0,0.0
warehouse_measurement:session:s042_02601:ddec1473ae9d,session,warehouse_measurement,S042_02601,synnetqos,session_id,S042_02601,S042_02601,10,3,0.3
warehouse_measurement:session:s042_02602:1a2d293eaa65,session,warehouse_measurement,S042_02602,synnetqos,session_id,S042_02602,S042_02602,10,10,1.0
warehouse_measurement:session:s042_02603:9041f16d9472,session,warehouse_measurement,S042_02603,synnetqos,session_id,S042_02603,S042_02603,10,2,0.2
warehouse_measurement:session:s042_02604:d6c7f6e5f765,session,warehouse_measurement,S042_02604,synnetqos,session_id,S042_02604,S042_02604,10,1,0.1
warehouse_measurement:session:s042_02605:3dc505cb5498,session,warehouse_measurement,S042_02605,synnetqos,session_id,S042_02605,S042_02605,10,9,0.9
warehouse_measurement:session:s042_02606:f1573abbe00b,session,warehouse_measurement,S042_02606,synnetqos,session_id,S042_02606,S042_02606,10,0,0.0
warehouse_measurement:session:s042_02607:4352db671411,session,warehouse_measurement,S042_02607,synnetqos,session_id,S042_02607,S042_02607,10,8,0.8
warehouse_measurement:session:s042_02608:eadbd2c61103,session,warehouse_measurement,S042_02608,synnetqos,session_id,S042_02608,S042_02608,10,7,0.7
warehouse_measurement:session:s042_02609:8d9bc45b2ca6,session,warehouse_measurement,S042_02609,synnetqos,session_id,S042_02609,S042_02609,10,6,0.6
warehouse_measurement:session:s042_02610:aa1a407280c8,session,warehouse_measurement,S042_02610,synnetqos,session_id,S042_02610,S042_02610,10,10,1.0
warehouse_measurement:session:s042_02611:8c8f197a1325,session,warehouse_measurement,S042_02611,synnetqos,session_id,S042_02611,S042_02611,10,9,0.9
warehouse_measurement:session:s042_02612:47b9f2360cd4,session,warehouse_measurement,S042_02612,synnetqos,session_id,S042_02612,S042_02612,10,1,0.1
warehouse_measurement:session:s042_02613:9326727d6536,session,warehouse_measurement,S042_02613,synnetqos,session_id,S042_02613,S042_02613,10,8,0.8
warehouse_measurement:session:s042_02614:7ac562f34bd8,session,warehouse_measurement,S042_02614,synnetqos,session_id,S042_02614,S042_02614,10,8,0.8
warehouse_measurement:session:s042_02615:58e05df6b568,session,warehouse_measurement,S042_02615,synnetqos,session_id,S042_02615,S042_02615,10,6,0.6
warehouse_measurement:session:s042_02616:bca22797c263,session,warehouse_measurement,S042_02616,synnetqos,session_id,S042_02616,S042_02616,10,3,0.3
warehouse_measurement:session:s042_02617:0502813e6b8f,session,warehouse_measurement,S042_02617,synnetqos,session_id,S042_02617,S042_02617,10,9,0.9
warehouse_measurement:session:s042_02618:f75a26434032,session,warehouse_measurement,S042_02618,synnetqos,session_id,S042_02618,S042_02618,10,9,0.9
warehouse_measurement:session:s042_02619:e03d485967cf,session,warehouse_measurement,S042_02619,synnetqos,session_id,S042_02619,S042_02619,10,1,0.1
warehouse_measurement:session:s042_02620:50a154495b9b,session,warehouse_measurement,S042_02620,synnetqos,session_id,S042_02620,S042_02620,10,1,0.1
warehouse_measurement:session:s042_02621:248f7210e96c,session,warehouse_measurement,S042_02621,synnetqos,session_id,S042_02621,S042_02621,10,10,1.0
warehouse_measurement:session:s042_02622:fb9dc22b86ad,session,warehouse_measurement,S042_02622,synnetqos,session_id,S042_02622,S042_02622,10,10,1.0
warehouse_measurement:session:s042_02623:097e46e10cde,session,warehouse_measurement,S042_02623,synnetqos,session_id,S042_02623,S042_02623,10,7,0.7
warehouse_measurement:session:s042_02624:fe3157d347dc,session,warehouse_measurement,S042_02624,synnetqos,session_id,S042_02624,S042_02624,10,0,0.0
warehouse_measurement:session:s042_02625:75210e8ab18b,session,warehouse_measurement,S042_02625,synnetqos,session_id,S042_02625,S042_02625,10,8,0.8
warehouse_measurement:session:s042_02626:57a3c6debd1a,session,warehouse_measurement,S042_02626,synnetqos,session_id,S042_02626,S042_02626,10,9,0.9
warehouse_measurement:session:s042_02627:408e657fab90,session,warehouse_measurement,S042_02627,synnetqos,session_id,S042_02627,S042_02627,10,7,0.7
warehouse_measurement:session:s042_02628:614c2a1addb2,session,warehouse_measurement,S042_02628,synnetqos,session_id,S042_02628,S042_02628,10,6,0.6
warehouse_measurement:session:s042_02629:8520ddc9c614,session,warehouse_measurement,S042_02629,synnetqos,session_id,S042_02629,S042_02629,10,3,0.3
warehouse_measurement:session:s042_02630:2b1e54880595,session,warehouse_measurement,S042_02630,synnetqos,session_id,S042_02630,S042_02630,10,0,0.0
warehouse_measurement:session:s042_02631:75b01a20e34c,session,warehouse_measurement,S042_02631,synnetqos,session_id,S042_02631,S042_02631,10,7,0.7
warehouse_measurement:session:s042_02632:41c7695eba45,session,warehouse_measurement,S042_02632,synnetqos,session_id,S042_02632,S042_02632,10,10,1.0
warehouse_measurement:session:s042_02633:cec8c68e770c,session,warehouse_measurement,S042_02633,synnetqos,session_id,S042_02633,S042_02633,10,8,0.8
warehouse_measurement:session:s042_02634:e7814fe962ec,session,warehouse_measurement,S042_02634,synnetqos,session_id,S042_02634,S042_02634,10,3,0.3
warehouse_measurement:session:s042_02635:b06ac8d76912,session,warehouse_measurement,S042_02635,synnetqos,session_id,S042_02635,S042_02635,10,9,0.9
warehouse_measurement:session:s042_02636:1d9790aaac1c,session,warehouse_measurement,S042_02636,synnetqos,session_id,S042_02636,S042_02636,10,4,0.4
warehouse_measurement:session:s042_02637:1e769ed3fa70,session,warehouse_measurement,S042_02637,synnetqos,session_id,S042_02637,S042_02637,10,10,1.0
warehouse_measurement:session:s042_02638:5a036f21af20,session,warehouse_measurement,S042_02638,synnetqos,session_id,S042_02638,S042_02638,10,10,1.0
warehouse_measurement:session:s042_02639:9a03f318bbaa,session,warehouse_measurement,S042_02639,synnetqos,session_id,S042_02639,S042_02639,10,1,0.1
warehouse_measurement:session:s042_02640:42d0da9c368f,session,warehouse_measurement,S042_02640,synnetqos,session_id,S042_02640,S042_02640,10,3,0.3
warehouse_measurement:session:s042_02641:40d33217c7d6,session,warehouse_measurement,S042_02641,synnetqos,session_id,S042_02641,S042_02641,10,6,0.6
warehouse_measurement:session:s042_02642:9741ae8a8202,session,warehouse_measurement,S042_02642,synnetqos,session_id,S042_02642,S042_02642,10,1,0.1
warehouse_measurement:session:s042_02643:cffea37be172,session,warehouse_measurement,S042_02643,synnetqos,session_id,S042_02643,S042_02643,10,9,0.9
warehouse_measurement:session:s042_02644:c017fa4f2605,session,warehouse_measurement,S042_02644,synnetqos,session_id,S042_02644,S042_02644,10,10,1.0
warehouse_measurement:session:s042_02645:937977361243,session,warehouse_measurement,S042_02645,synnetqos,session_id,S042_02645,S042_02645,10,4,0.4
warehouse_measurement:session:s042_02646:c6278810293f,session,warehouse_measurement,S042_02646,synnetqos,session_id,S042_02646,S042_02646,10,7,0.7
warehouse_measurement:session:s042_02647:11308bf9b25b,session,warehouse_measurement,S042_02647,synnetqos,session_id,S042_02647,S042_02647,10,0,0.0
warehouse_measurement:session:s042_02648:b9e49f6e9196,session,warehouse_measurement,S042_02648,synnetqos,session_id,S042_02648,S042_02648,10,6,0.6
warehouse_measurement:session:s042_02649:faca72e6501c,session,warehouse_measurement,S042_02649,synnetqos,session_id,S042_02649,S042_02649,10,8,0.8
warehouse_measurement:session:s042_02650:a3fd819af981,session,warehouse_measurement,S042_02650,synnetqos,session_id,S042_02650,S042_02650,10,10,1.0
warehouse_measurement:session:s042_02651:fcd452c46d12,session,warehouse_measurement,S042_02651,synnetqos,session_id,S042_02651,S042_02651,10,5,0.5
warehouse_measurement:session:s042_02652:81a1d976c885,session,warehouse_measurement,S042_02652,synnetqos,session_id,S042_02652,S042_02652,10,1,0.1
warehouse_measurement:session:s042_02653:798220fc1720,session,warehouse_measurement,S042_02653,synnetqos,session_id,S042_02653,S042_02653,10,5,0.5
warehouse_measurement:session:s042_02654:850261fb6b89,session,warehouse_measurement,S042_02654,synnetqos,session_id,S042_02654,S042_02654,10,10,1.0
warehouse_measurement:session:s042_02655:8a628ea2d906,session,warehouse_measurement,S042_02655,synnetqos,session_id,S042_02655,S042_02655,10,0,0.0
warehouse_measurement:session:s042_02656:79516ea6aaf1,session,warehouse_measurement,S042_02656,synnetqos,session_id,S042_02656,S042_02656,10,5,0.5
warehouse_measurement:session:s042_02657:56d897e582b4,session,warehouse_measurement,S042_02657,synnetqos,session_id,S042_02657,S042_02657,10,7,0.7
warehouse_measurement:session:s042_02658:f2948f5a8529,session,warehouse_measurement,S042_02658,synnetqos,session_id,S042_02658,S042_02658,10,4,0.4
warehouse_measurement:session:s042_02659:b26dad8431ce,session,warehouse_measurement,S042_02659,synnetqos,session_id,S042_02659,S042_02659,10,10,1.0
warehouse_measurement:session:s042_02660:1bfad5aa729e,session,warehouse_measurement,S042_02660,synnetqos,session_id,S042_02660,S042_02660,10,3,0.3
warehouse_measurement:session:s042_02661:2bc62d002000,session,warehouse_measurement,S042_02661,synnetqos,session_id,S042_02661,S042_02661,10,1,0.1
warehouse_measurement:session:s042_02662:f80bc33bbf9b,session,warehouse_measurement,S042_02662,synnetqos,session_id,S042_02662,S042_02662,10,9,0.9
warehouse_measurement:session:s042_02663:e09d5f44cd9d,session,warehouse_measurement,S042_02663,synnetqos,session_id,S042_02663,S042_02663,10,0,0.0
warehouse_measurement:session:s042_02664:1b98a4bd6a3d,session,warehouse_measurement,S042_02664,synnetqos,session_id,S042_02664,S042_02664,10,4,0.4
warehouse_measurement:session:s042_02665:441aad5fc5ed,session,warehouse_measurement,S042_02665,synnetqos,session_id,S042_02665,S042_02665,10,7,0.7
warehouse_measurement:session:s042_02666:b7032773bc33,session,warehouse_measurement,S042_02666,synnetqos,session_id,S042_02666,S042_02666,10,6,0.6
warehouse_measurement:session:s042_02667:3a04d374afed,session,warehouse_measurement,S042_02667,synnetqos,session_id,S042_02667,S042_02667,10,0,0.0
warehouse_measurement:session:s042_02668:518a0c0f8289,session,warehouse_measurement,S042_02668,synnetqos,session_id,S042_02668,S042_02668,10,3,0.3
warehouse_measurement:session:s042_02669:a86aedc7188e,session,warehouse_measurement,S042_02669,synnetqos,session_id,S042_02669,S042_02669,10,7,0.7
warehouse_measurement:session:s042_02670:979b38f7874b,session,warehouse_measurement,S042_02670,synnetqos,session_id,S042_02670,S042_02670,10,2,0.2
warehouse_measurement:session:s042_02671:cc21aba60742,session,warehouse_measurement,S042_02671,synnetqos,session_id,S042_02671,S042_02671,10,4,0.4
warehouse_measurement:session:s042_02672:922305cdcbb2,session,warehouse_measurement,S042_02672,synnetqos,session_id,S042_02672,S042_02672,10,1,0.1
warehouse_measurement:session:s042_02673:e17f45dc55dc,session,warehouse_measurement,S042_02673,synnetqos,session_id,S042_02673,S042_02673,10,10,1.0
warehouse_measurement:session:s042_02674:16ca9b24619d,session,warehouse_measurement,S042_02674,synnetqos,session_id,S042_02674,S042_02674,10,5,0.5
warehouse_measurement:session:s042_02675:b0e6045207a3,session,warehouse_measurement,S042_02675,synnetqos,session_id,S042_02675,S042_02675,10,1,0.1
warehouse_measurement:session:s042_02676:e5dcb4875955,session,warehouse_measurement,S042_02676,synnetqos,session_id,S042_02676,S042_02676,10,8,0.8
warehouse_measurement:session:s042_02677:3f1fe3b79bb5,session,warehouse_measurement,S042_02677,synnetqos,session_id,S042_02677,S042_02677,10,9,0.9
warehouse_measurement:session:s042_02678:c3f3e7c5d9b8,session,warehouse_measurement,S042_02678,synnetqos,session_id,S042_02678,S042_02678,10,8,0.8
warehouse_measurement:session:s042_02679:8fe27284501d,session,warehouse_measurement,S042_02679,synnetqos,session_id,S042_02679,S042_02679,10,4,0.4
warehouse_measurement:session:s042_02680:146cf2216dfc,session,warehouse_measurement,S042_02680,synnetqos,session_id,S042_02680,S042_02680,10,4,0.4
warehouse_measurement:session:s042_02681:b01ed075d889,session,warehouse_measurement,S042_02681,synnetqos,session_id,S042_02681,S042_02681,10,10,1.0
warehouse_measurement:session:s042_02682:d5c27630613f,session,warehouse_measurement,S042_02682,synnetqos,session_id,S042_02682,S042_02682,10,6,0.6
warehouse_measurement:session:s042_02683:39e129f2355e,session,warehouse_measurement,S042_02683,synnetqos,session_id,S042_02683,S042_02683,10,9,0.9
warehouse_measurement:session:s042_02684:35bc115dfe14,session,warehouse_measurement,S042_02684,synnetqos,session_id,S042_02684,S042_02684,10,7,0.7
warehouse_measurement:session:s042_02685:58bc961946cf,session,warehouse_measurement,S042_02685,synnetqos,session_id,S042_02685,S042_02685,10,10,1.0
