measurement_id,session_id,timestamp,service_degraded,high_latency,high_jitter,downlink_service_shortfall,poor_video_quality,hour,is_weekend,signal_strength_dbm,los_probability,distance_2d_m,distance_3d_m,breakpoint_distance_m,path_loss_db,deterministic_path_loss_db,shadow_fading_db,fast_fading_db,obstruction_penalty_db,weather_penalty_db,mobility_penalty_db,indoor_penalty_db,contextual_penalty_db,effective_tx_power_dbm,signal_strength_unclipped_dbm,rsrp_clipped,link_capacity_downlink_mbps,link_capacity_upload_mbps,offered_downlink_mbps,offered_upload_mbps,battery_level_percent,temperature_c,connected_duration_min,interval_handover_count,cumulative_handover_count,activity_factor,data_usage_mb,distance_to_tower_km,carrier_frequency_ghz,day_of_week,time_of_day_bin,deployment_area,area_type,ue_profile,ue_capability_class,network_type,operator_profile,infrastructure_profile,propagation_model,propagation_scenario,los_state,band,app_type,movement_speed,weather,obstruction_level,congestion_level,tower_load
synnetqos_m_00028555,S042_02855,2025-08-08 14:16:02.303588,1,1,0,1,0,14,False,-96.67,0.0278,648.32,648.38,210,128.64,133.25,-4.61,-2.02,8,0,2,0,10,44,-96.67,False,29.35,7.34,285.75,4.56,97.13,28.3,5,1,5,0.139,28.18,0.648,3.5,Friday,afternoon,Area_A,Urban,UE-Basic,Basic,5G NSA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Walking,Clear,Medium,High,Light
synnetqos_m_00028556,S042_02855,2025-08-08 14:17:02.303588,0,0,0,0,0,14,False,-101.77,0.0251,715.74,715.79,210,133.24,134.76,-1.52,-2.52,8,0,2,0,10,44,-101.77,False,64.31,16.08,104.77,0.48,96.96,25.7,6,2,7,0.127,58.74,0.716,3.5,Friday,afternoon,Area_A,Urban,UE-Basic,Basic,5G NSA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Walking,Clear,Medium,Medium,Light
synnetqos_m_00028557,S042_02855,2025-08-08 14:18:02.303588,1,1,0,1,0,14,False,-111.97,0.0237,760.42,760.47,210,144.85,135.69,9.16,-1.12,8,0,2,0,10,44,-111.97,False,4.96,1.24,15.65,0.09,96.83,26.0,7,1,8,0.077,2.8,0.76,3.5,Friday,afternoon,Area_A,Urban,UE-Basic,Basic,5G NSA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Walking,Clear,Medium,High,Light
synnetqos_m_00028558,S042_02855,2025-08-08 14:19:02.303588,0,0,0,0,0,14,False,-84.82,0.0237,760.42,760.47,210,118.05,135.69,-17.64,-2.77,8,0,0,0,8,44,-84.82,False,309.23,77.31,8.5,0.15,96.74,26.6,8,0,8,0.083,4.85,0.76,3.5,Friday,afternoon,Area_A,Urban,UE-Basic,Basic,5G NSA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Medium,Medium,Moderate
synnetqos_m_00028559,S042_02855,2025-08-08 14:20:02.303588,0,0,0,0,0,14,False,-92.72,0.0237,760.42,760.47,210,131.3,135.69,-4.4,2.58,8,0,0,0,8,44,-92.72,False,194.05,48.51,4.36,0.16,96.64,27.2,9,0,8,0.127,4.25,0.76,3.5,Friday,afternoon,Area_A,Urban,UE-Basic,Basic,5G NSA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Medium,Medium,Moderate
synnetqos_m_00028560,S042_02855,2025-08-08 14:21:02.303588,1,1,0,1,1,14,False,-103.43,0.0237,760.42,760.47,210,138.44,135.69,2.75,-1.0,8,0,0,0,8,44,-103.43,False,20.13,5.03,112.58,33.33,96.51,29.4,10,0,8,0.119,17.23,0.76,3.5,Friday,afternoon,Area_A,Urban,UE-Basic,Basic,5G NSA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Clear,Medium,High,Light
synnetqos_m_00028561,S042_02856,2025-07-27 00:39:13.212553,1,1,0,0,0,0,True,-98.58,0.0305,590.0,590.06,156,128.95,129.05,-0.11,-0.63,8,5,0,0,13,44,-98.58,False,20.38,3.06,2.37,1.95,88.73,29.4,1,0,0,0.085,1.38,0.59,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Call,Static,Rainy,Medium,Medium,Moderate
synnetqos_m_00028562,S042_02856,2025-07-27 00:40:13.212553,0,0,0,0,0,0,True,-87.92,0.0305,590.0,590.06,156,123.05,129.05,-6.0,4.13,8,5,0,0,13,44,-87.92,False,53.87,8.08,74.54,0.31,88.65,28.6,2,0,0,0.107,41.19,0.59,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Static,Rainy,Medium,Medium,Moderate
synnetqos_m_00028563,S042_02856,2025-07-27 00:41:13.212553,1,1,0,1,0,0,True,-98.67,0.0367,490.37,490.45,156,127.92,126.22,1.71,0.25,8,5,2,0,15,44,-98.67,False,6.31,0.95,25.82,1.19,88.58,27.5,3,3,3,0.121,5.72,0.49,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Rainy,Medium,High,Heavy
synnetqos_m_00028564,S042_02856,2025-07-27 00:42:13.212553,0,0,0,0,0,0,True,-90.1,0.0332,541.48,541.55,156,118.21,127.74,-9.53,-0.89,8,5,2,0,15,44,-90.1,False,42.21,6.33,103.54,4.07,88.51,29.3,4,0,3,0.066,20.79,0.541,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Walking,Rainy,Medium,Medium,Light
synnetqos_m_00028565,S042_02856,2025-07-27 00:43:13.212553,0,0,0,0,0,0,True,-90.14,0.0346,520.68,520.75,156,119.19,127.14,-7.95,0.05,8,5,2,0,15,44,-90.14,False,43.3,6.49,111.78,3.54,88.43,28.1,5,0,3,0.101,32.64,0.521,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Walking,Rainy,Medium,Medium,Light
synnetqos_m_00028566,S042_02856,2025-07-27 00:44:13.212553,1,1,1,1,0,0,True,-103.45,0.0336,536.18,536.25,156,132.62,127.59,5.04,0.17,8,5,2,0,15,44,-103.45,False,4.8,0.72,25.46,11.32,88.36,32.1,6,3,6,0.113,4.08,0.536,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Walking,Rainy,Medium,High,Heavy
synnetqos_m_00028567,S042_02856,2025-07-27 00:45:13.212553,1,0,0,0,0,0,True,-75.72,0.0375,479.41,479.49,156,106.85,106.25,0.6,2.13,8,5,2,0,15,44,-75.72,False,26.63,3.99,7.51,1.03,88.32,28.3,7,0,6,0.114,5.93,0.479,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,LOS,LTE_Anchor,Call,Walking,Rainy,Medium,High,Heavy
synnetqos_m_00028568,S042_02856,2025-07-27 00:46:13.212553,1,1,0,1,1,0,True,-105.18,0.0331,544.05,544.11,156,133.79,127.81,5.99,-0.39,8,5,2,0,15,44,-105.18,False,7.15,1.07,43.66,5.59,88.25,31.2,8,1,7,0.062,3.31,0.544,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Rainy,Medium,Medium,Light
synnetqos_m_00028569,S042_02856,2025-07-27 00:47:13.212553,1,1,0,1,0,0,True,-114.39,0.0296,608.16,608.22,156,142.96,129.52,13.45,-0.43,8,5,2,0,15,44,-114.39,False,2.15,0.32,14.16,1.4,88.16,31.3,9,3,10,0.128,1.91,0.608,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Rainy,Medium,Low,Light
synnetqos_m_00028570,S042_02856,2025-07-27 00:48:13.212553,1,1,0,1,0,0,True,-98.36,0.0292,616.24,616.3,156,129.04,129.72,-0.68,1.68,8,5,2,0,15,44,-98.36,False,17.65,2.65,130.77,32.53,88.08,33.4,10,3,13,0.137,18.18,0.616,2.6,Sunday,night,Area_A,Urban,UE-Advanced,Advanced,4G,Operator_B,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Walking,Rainy,Medium,Medium,Moderate
synnetqos_m_00028571,S042_02857,2025-08-15 16:33:27.172169,0,0,0,0,0,16,False,-106.21,0.0261,689.02,689.08,210,139.23,134.18,5.05,-1.98,2,5,2,0,9,44,-106.21,False,22.45,5.61,29.98,3.66,81.99,31.3,1,0,0,0.12,18.86,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Walking,Rainy,Low,Medium,Light
synnetqos_m_00028572,S042_02857,2025-08-15 16:34:27.172169,1,0,0,1,0,16,False,-105.42,0.0261,689.02,689.08,210,141.44,134.18,7.26,-0.99,2,5,0,0,7,44,-105.42,False,33.0,8.25,312.25,53.48,81.87,30.4,2,0,0,0.09,21.87,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Rainy,Low,Medium,Light
synnetqos_m_00028573,S042_02857,2025-08-15 16:35:27.172169,0,0,0,0,0,16,False,-75.12,0.0261,689.02,689.08,210,114.36,112.68,1.68,2.24,2,5,0,0,7,44,-75.12,False,192.46,48.12,7.13,0.15,81.81,30.0,3,0,0,0.085,4.17,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,LOS,n78,Call,Static,Rainy,Low,High,Light
synnetqos_m_00028574,S042_02857,2025-08-15 16:36:27.172169,0,0,0,0,0,16,False,-96.71,0.0261,689.02,689.08,210,133.51,134.18,-0.67,-0.2,2,5,0,0,7,44,-96.71,False,182.25,45.56,430.62,118.81,81.58,31.9,4,0,0,0.117,151.26,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Rainy,Low,Medium,Moderate
synnetqos_m_00028575,S042_02857,2025-08-15 16:37:27.172169,0,0,0,0,0,16,False,-91.09,0.0261,689.02,689.08,210,128.5,134.18,-5.68,0.41,2,5,0,0,7,44,-91.09,False,309.58,77.4,26.92,0.14,81.48,30.0,5,0,0,0.108,21.66,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Rainy,Low,Medium,Light
synnetqos_m_00028576,S042_02857,2025-08-15 16:38:27.172169,1,1,0,0,0,16,False,-112.31,0.0261,689.02,689.08,210,144.59,134.18,10.41,-4.72,2,5,0,0,7,44,-112.31,False,17.16,4.29,1.5,0.37,81.37,33.4,6,0,0,0.106,1.24,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Rainy,Low,Medium,Light
synnetqos_m_00028577,S042_02857,2025-08-15 16:39:27.172169,0,0,0,0,0,16,False,-92.25,0.0261,689.02,689.08,210,127.94,134.18,-6.24,-1.3,2,5,0,0,7,44,-92.25,False,270.63,67.66,38.67,4.65,81.26,32.0,7,0,0,0.093,27.22,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Static,Rainy,Low,Medium,Light
synnetqos_m_00028578,S042_02857,2025-08-15 16:40:27.172169,1,1,0,1,0,16,False,-106.13,0.0261,689.02,689.08,210,141.94,134.18,7.76,-1.19,2,5,0,0,7,44,-106.13,False,9.06,2.26,194.17,0.12,81.15,31.6,8,0,0,0.077,5.19,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Static,Rainy,Low,High,Light
synnetqos_m_00028579,S042_02857,2025-08-15 16:41:27.172169,0,0,0,0,0,16,False,-97.62,0.0261,689.02,689.08,210,136.7,134.18,2.52,2.08,2,5,0,0,7,44,-97.62,False,287.44,71.86,501.7,38.08,80.94,28.7,9,0,0,0.058,124.14,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Rainy,Low,Low,Light
synnetqos_m_00028580,S042_02857,2025-08-15 16:42:27.172169,1,1,0,1,0,16,False,-97.0,0.0261,689.02,689.08,210,134.37,134.18,0.19,0.38,2,5,0,0,7,44,-97.0,False,59.35,14.84,1500.0,12.6,80.8,28.9,10,0,0,0.126,54.81,0.689,3.5,Friday,afternoon,Area_D,Urban,UE-Advanced,Advanced,5G NSA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Rainy,Low,High,Moderate
synnetqos_m_00028581,S042_02858,2025-07-26 17:14:18.013115,1,1,0,0,0,17,True,-99.73,0.0241,746.39,746.44,210,138.12,135.41,2.72,-1.61,2,0,2,0,4,44,-99.73,False,20.86,5.22,1.25,0.69,83.96,30.5,1,2,2,0.106,0.9,0.746,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Walking,Clear,Low,High,Moderate
synnetqos_m_00028582,S042_02858,2025-07-26 17:15:18.013115,1,1,0,1,0,17,True,-105.71,0.0254,709.99,710.04,210,141.19,134.64,6.55,-4.52,2,0,2,0,4,44,-105.71,False,2.77,0.69,488.75,0.6,83.84,30.7,2,0,2,0.13,2.5,0.71,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Walking,Clear,Low,High,Light
synnetqos_m_00028583,S042_02858,2025-07-26 17:16:18.013115,0,0,0,0,0,17,True,-78.94,0.0271,663.37,663.42,210,121.87,133.6,-11.72,2.94,2,0,2,0,4,44,-78.94,False,309.29,77.32,28.37,10.8,83.74,28.7,3,0,2,0.136,28.55,0.663,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Walking,Clear,Low,Medium,Moderate
synnetqos_m_00028584,S042_02858,2025-07-26 17:17:18.013115,1,0,0,1,0,17,True,-109.37,0.0259,696.27,696.32,210,149.44,134.34,15.1,0.07,2,0,2,0,4,44,-109.37,False,28.11,7.03,161.3,111.57,83.58,29.7,4,0,2,0.152,30.09,0.696,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Walking,Clear,Low,Low,Light
synnetqos_m_00028585,S042_02858,2025-07-26 17:18:18.013115,0,0,0,0,0,17,True,-99.02,0.0229,786.78,786.82,210,136.49,136.21,0.28,-2.53,2,0,2,0,4,44,-99.02,False,152.71,38.18,1.37,0.05,83.48,31.0,5,0,2,0.073,0.71,0.787,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Walking,Clear,Low,Low,Light
synnetqos_m_00028586,S042_02858,2025-07-26 17:19:18.013115,0,0,0,0,0,17,True,-97.34,0.0257,700.6,700.65,210,138.52,134.43,4.09,1.19,2,0,2,0,4,44,-97.34,False,115.77,28.94,6.67,0.36,83.37,30.8,6,1,3,0.098,4.86,0.701,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Walking,Clear,Low,Medium,Light
synnetqos_m_00028587,S042_02858,2025-07-26 17:20:18.013115,1,1,0,0,0,17,True,-101.81,0.0209,861.55,861.6,210,137.79,137.6,0.18,-0.02,2,0,6,0,8,44,-101.81,False,39.17,9.79,24.35,0.59,83.24,29.9,7,2,5,0.081,13.63,0.862,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Driving,Clear,Low,Medium,Moderate
synnetqos_m_00028588,S042_02858,2025-07-26 17:21:18.013115,1,1,0,1,0,17,True,-104.29,0.0179,1005.8,1005.83,210,138.64,139.98,-1.33,-1.64,2,0,6,0,8,44,-104.29,False,9.42,2.36,32.52,0.42,83.12,30.8,8,3,8,0.108,7.12,1.006,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Driving,Clear,Low,High,Light
synnetqos_m_00028589,S042_02858,2025-07-26 17:22:18.013115,0,0,0,0,0,17,True,-84.95,0.0289,621.92,621.98,210,122.8,132.61,-9.81,1.85,2,0,6,0,8,44,-84.95,False,248.96,62.24,5.1,0.83,83.03,33.9,9,4,12,0.082,3.18,0.622,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Driving,Clear,Low,Medium,Light
synnetqos_m_00028590,S042_02858,2025-07-26 17:23:18.013115,0,0,0,0,0,17,True,-81.61,0.0687,264.26,264.4,210,119.86,119.49,0.37,2.25,2,0,6,0,8,44,-81.61,False,93.7,23.42,15.42,0.37,82.94,29.7,10,3,15,0.127,15.11,0.264,3.5,Saturday,afternoon,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Driving,Clear,Low,High,Moderate
synnetqos_m_00028591,S042_02859,2025-08-07 07:42:50.577367,1,0,0,1,0,7,False,-102.11,0.0152,1181.67,1181.7,156,135.8,139.7,-3.89,-0.31,8,0,2,0,10,44,-102.11,False,20.05,3.01,1267.33,41.99,93.13,29.2,1,0,0,0.083,12.46,1.182,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Medium,Low,Light
synnetqos_m_00028592,S042_02859,2025-08-07 07:43:50.577367,1,1,0,1,0,7,False,-101.97,0.015,1198.59,1198.62,156,135.13,139.92,-4.79,-0.84,8,0,2,0,10,44,-101.97,False,9.38,1.41,30.92,0.19,93.05,31.2,2,0,0,0.095,6.71,1.199,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Clear,Medium,Medium,Light
synnetqos_m_00028593,S042_02859,2025-08-07 07:44:50.577367,1,1,0,1,0,7,False,-108.8,0.0162,1110.51,1110.55,156,144.92,138.75,6.18,2.12,8,0,2,0,10,44,-108.8,False,1.99,0.3,9.53,1.08,92.97,29.6,3,2,2,0.09,1.34,1.111,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Clear,Medium,Medium,Light
synnetqos_m_00028594,S042_02859,2025-08-07 07:45:50.577367,1,1,1,1,0,7,False,-97.56,0.0166,1087.0,1087.03,156,132.51,138.42,-5.91,0.95,8,0,2,0,10,44,-97.56,False,5.53,0.83,124.96,0.83,92.9,28.4,4,1,3,0.11,4.35,1.087,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Clear,Medium,High,Heavy
synnetqos_m_00028595,S042_02859,2025-08-07 07:46:50.577367,0,0,0,0,0,7,False,-100.22,0.0171,1052.94,1052.98,156,134.01,137.93,-3.92,-0.21,8,0,2,0,10,44,-100.22,False,24.74,3.71,26.88,1.17,92.81,28.7,5,1,4,0.088,14.75,1.053,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Clear,Medium,Low,Light
synnetqos_m_00028596,S042_02859,2025-08-07 07:47:50.577367,0,0,0,0,0,7,False,-92.76,0.0173,1042.78,1042.81,156,123.89,137.78,-13.89,-2.87,8,0,2,0,10,44,-92.76,False,57.06,8.56,92.81,4.16,92.73,28.2,6,0,4,0.068,29.13,1.043,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Walking,Clear,Medium,Low,Light
synnetqos_m_00028597,S042_02859,2025-08-07 07:48:50.577367,1,0,0,1,0,7,False,-104.78,0.0181,993.14,993.18,156,141.93,137.03,4.89,3.15,8,0,2,0,10,44,-104.78,False,10.37,1.56,148.26,31.86,92.65,27.6,7,0,4,0.095,7.06,0.993,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Medium,Low,Light
synnetqos_m_00028598,S042_02859,2025-08-07 07:49:50.577367,1,1,1,1,1,7,False,-103.42,0.0177,1018.12,1018.16,156,139.12,137.41,1.7,1.7,8,0,2,0,10,44,-103.42,False,0.46,0.07,629.85,59.05,92.57,27.7,8,0,4,0.09,0.31,1.018,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Medium,High,Moderate
synnetqos_m_00028599,S042_02859,2025-08-07 07:50:50.577367,1,1,1,1,1,7,False,-104.24,0.018,998.17,998.21,156,136.53,137.11,-0.58,-1.71,8,0,2,0,10,44,-104.24,False,1.35,0.2,246.07,10.56,92.5,30.3,9,4,8,0.111,1.1,0.998,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Medium,High,Heavy
synnetqos_m_00028600,S042_02859,2025-08-07 07:51:50.577367,0,0,0,0,0,7,False,-88.18,0.0202,889.89,889.93,156,120.68,135.35,-14.67,-1.5,8,0,2,0,10,44,-88.18,False,42.85,6.43,90.06,14.13,92.41,30.3,10,1,9,0.114,35.95,0.89,2.6,Thursday,morning,Area_E,Urban,UE-Standard,Standard,4G,Operator_K,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Medium,Medium,Moderate
synnetqos_m_00028601,S042_02860,2025-08-07 07:53:33.483935,0,0,0,0,0,7,False,-52.99,0.0798,230.0,230.16,210,90.48,93.63,-3.15,1.5,8,0,0,0,8,44,-52.99,False,193.28,48.32,356.58,17.67,80.55,31.2,1,0,0,0.093,125.51,0.23,3.5,Thursday,morning,Area_E,Urban,UE-Advanced,Advanced,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,LOS,n78,Streaming,Static,Clear,Medium,High,Heavy
synnetqos_m_00028602,S042_02860,2025-08-07 07:54:33.483935,0,0,0,0,0,7,False,-94.13,0.0798,230.0,230.16,210,128.77,117.37,11.4,-1.36,8,0,0,0,8,44,-94.13,False,84.31,21.08,54.43,18.14,80.43,31.4,2,0,0,0.09,33.86,0.23,3.5,Thursday,morning,Area_E,Urban,UE-Advanced,Advanced,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Clear,Medium,High,Heavy
synnetqos_m_00028603,S042_02860,2025-08-07 07:55:33.483935,0,0,0,0,0,7,False,-82.13,0.0798,230.0,230.16,210,117.25,117.37,-0.12,-0.88,8,0,0,0,8,44,-82.13,False,710.48,177.62,133.34,40.26,80.28,32.3,3,0,0,0.097,87.3,0.23,3.5,Thursday,morning,Area_E,Urban,UE-Advanced,Advanced,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Clear,Medium,Low,Light
synnetqos_m_00028604,S042_02860,2025-08-07 07:56:33.483935,0,0,0,0,0,7,False,-78.87,0.0798,230.0,230.16,210,114.02,117.37,-3.35,-0.86,8,0,0,0,8,44,-78.87,False,741.27,185.32,122.66,0.58,80.13,31.7,4,0,0,0.105,99.96,0.23,3.5,Thursday,morning,Area_E,Urban,UE-Advanced,Advanced,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Static,Clear,Medium,Low,Light
synnetqos_m_00028605,S042_02860,2025-08-07 07:57:33.483935,0,0,0,0,0,7,False,-80.26,0.0798,230.0,230.16,210,112.33,117.37,-5.04,-3.93,8,0,0,0,8,44,-80.26,False,718.36,179.59,2.47,0.23,80.06,35.2,5,0,0,0.12,2.26,0.23,3.5,Thursday,morning,Area_E,Urban,UE-Advanced,Advanced,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Medium,Low,Light
synnetqos_m_00028606,S042_02860,2025-08-07 07:58:33.483935,0,0,0,0,0,7,False,-75.86,0.0798,230.0,230.16,210,111.51,117.37,-5.86,-0.35,8,0,0,0,8,44,-75.86,False,446.99,111.75,40.48,5.12,79.97,33.8,6,0,0,0.138,39.72,0.23,3.5,Thursday,morning,Area_E,Urban,UE-Advanced,Advanced,5G NSA,Operator_M,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Static,Clear,Medium,Medium,Moderate
