measurement_id,session_id,timestamp,service_degraded,signal_strength_dbm,los_probability,distance_2d_m,path_loss_db,contextual_penalty_db,link_capacity_downlink_mbps,offered_downlink_mbps,download_speed_mbps,offered_upload_mbps,upload_speed_mbps,latency_ms,jitter_ms,ping_ms,interval_handover_count,activity_factor,data_usage_mb,distance_to_tower_km,throughput_satisfaction_ratio,downlink_shortfall_fraction,network_type,infrastructure_profile,band,app_type,movement_speed,weather,obstruction_level,congestion_level,tower_load,time_of_day_bin
synnetqos_m_00023452,S042_02345,2025-08-03 02:36:30.898894,0,-123.67,0.0096,1880.0,142.36,28,8.98,13.14,8.43,5.68,2.19,133.99,0.15,137.8,0,0.131,8.28,1.88,0.641552511415525,0.35844748858447495,5G NSA,Nominal,n41,Call,Static,Clear,High,Low,Light,night
synnetqos_m_00023453,S042_02345,2025-08-03 02:37:30.898894,1,-135.0,0.0096,1880.0,154.05,28,0.0,378.68,0.0,0.56,0.0,178.4,0.33,179.6,0,0.093,0.0,1.88,0.0,1.0,5G NSA,Nominal,n41,Browse,Static,Clear,High,Medium,Light,night
synnetqos_m_00023454,S042_02345,2025-08-03 02:38:30.898894,1,-134.36,0.0096,1880.0,148.55,28,5.39,199.09,5.39,1.44,1.26,172.71,0.39,172.0,0,0.054,2.19,1.88,0.027073182982570696,0.9729268170174293,5G NSA,Nominal,n41,Browse,Static,Clear,High,Medium,Moderate,night
synnetqos_m_00023455,S042_02345,2025-08-03 02:39:30.898894,1,-128.17,0.0096,1880.0,146.24,28,1.92,322.6,1.89,10.4,0.44,132.66,0.25,138.0,0,0.074,1.05,1.88,0.005858648481091134,0.9941413515189088,5G NSA,Nominal,n41,Gaming,Static,Clear,High,Low,Light,night
synnetqos_m_00023456,S042_02345,2025-08-03 02:40:30.898894,1,-133.99,0.0096,1880.0,150.88,28,0.0,85.39,0.0,0.42,0.0,180.38,0.2,184.5,0,0.131,0.0,1.88,0.0,1.0,5G NSA,Nominal,n41,Browse,Static,Clear,High,Medium,Moderate,night
synnetqos_m_00023457,S042_02345,2025-08-03 02:41:30.898894,1,-132.44,0.0099,1816.92,146.05,30,2.87,79.52,2.87,8.62,0.67,136.97,0.33,132.3,0,0.097,2.09,1.817,0.03609154929577465,0.9639084507042254,5G NSA,Nominal,n41,Streaming,Walking,Clear,High,Low,Light,night
synnetqos_m_00023458,S042_02345,2025-08-03 02:42:30.898894,1,-135.0,0.0097,1861.36,161.12,30,0.0,3.88,0.0,0.05,0.0,148.86,0.19,150.1,1,0.043,0.0,1.861,0.0,1.0,5G NSA,Nominal,n41,Call,Walking,Clear,High,Low,Light,night
synnetqos_m_00023459,S042_02345,2025-08-03 02:43:30.898894,1,-127.32,0.0098,1827.69,144.22,30,0.69,264.14,0.69,30.32,0.16,198.09,0.25,195.6,0,0.083,0.43,1.828,0.002612251078973272,0.9973877489210268,5G NSA,Nominal,n41,Streaming,Walking,Clear,High,Medium,Light,night
synnetqos_m_00023460,S042_02345,2025-08-03 02:44:30.898894,1,-135.0,0.0097,1856.94,153.7,30,0.0,58.52,0.0,0.43,0.0,200.02,0.53,204.7,0,0.073,0.0,1.857,0.0,1.0,5G NSA,Nominal,n41,Browse,Walking,Clear,High,Medium,Light,night
synnetqos_m_00023461,S042_02346,2025-08-22 21:07:47.599582,0,-98.19,0.0653,277.43,138.44,4,71.93,11.07,10.64,1.3,1.25,142.14,0.45,141.3,1,0.122,9.7,0.277,0.9611562782294489,0.038843721770551065,5G SA,Nominal,n260,Call,Walking,Clear,Low,High,Light,evening
synnetqos_m_00023462,S042_02346,2025-08-22 21:08:47.599582,0,-93.05,0.0687,264.42,132.3,4,125.1,26.87,26.57,0.51,0.47,98.4,0.29,102.2,1,0.124,24.81,0.264,0.9888351321176032,0.01116486788239679,5G SA,Nominal,n260,Call,Walking,Clear,Low,High,Heavy,evening
synnetqos_m_00023463,S042_02346,2025-08-22 21:09:47.599582,1,-103.44,0.0641,282.23,141.05,4,28.31,5.08,5.04,0.63,0.64,154.64,0.4,158.8,1,0.08,3.04,0.282,0.9921259842519685,0.007874015748031482,5G SA,Nominal,n260,Call,Walking,Clear,Low,High,Heavy,evening
synnetqos_m_00023464,S042_02346,2025-08-22 21:10:47.599582,0,-103.81,0.0602,300.0,143.77,4,54.42,141.84,50.57,52.79,18.13,105.48,0.3,101.7,2,0.117,44.25,0.3,0.3565284827975183,0.6434715172024816,5G SA,Nominal,n260,Streaming,Walking,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023465,S042_02346,2025-08-22 21:11:47.599582,1,-112.75,0.0639,283.1,150.76,4,10.31,2.33,2.19,0.22,0.22,169.86,0.48,169.6,2,0.093,1.53,0.283,0.9399141630901287,0.06008583690987135,5G SA,Nominal,n260,Call,Walking,Clear,Low,High,Heavy,evening
synnetqos_m_00023466,S042_02346,2025-08-22 21:12:47.599582,0,-101.73,0.0712,255.72,141.64,4,115.47,25.07,23.19,0.91,0.85,84.22,0.14,83.6,0,0.078,13.62,0.256,0.9250099720781811,0.07499002792181886,5G SA,Nominal,n260,Call,Walking,Clear,Low,Medium,Light,evening
synnetqos_m_00023467,S042_02346,2025-08-22 21:13:47.599582,0,-101.05,0.0631,286.78,144.12,4,115.27,141.89,115.27,5.53,5.58,94.47,0.23,100.7,0,0.085,73.67,0.287,0.8123898794841075,0.18761012051589254,5G SA,Nominal,n260,Browse,Walking,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023468,S042_02346,2025-08-22 21:14:47.599582,1,-107.11,0.0643,281.42,146.53,4,9.36,147.0,9.07,7.3,3.26,174.33,0.43,172.0,1,0.035,2.37,0.281,0.06170068027210884,0.9382993197278912,5G SA,Nominal,n260,Gaming,Walking,Clear,Low,High,Light,evening
synnetqos_m_00023469,S042_02346,2025-08-22 21:15:47.599582,1,-104.11,0.0654,277.23,144.98,4,28.45,370.29,26.21,20.08,9.96,158.99,0.43,164.1,1,0.077,15.08,0.277,0.07078235977207054,0.9292176402279295,5G SA,Nominal,n260,Streaming,Walking,Clear,Low,High,Light,evening
synnetqos_m_00023470,S042_02346,2025-08-22 21:16:47.599582,1,-102.01,0.0634,285.57,141.37,4,28.46,155.53,28.46,9.65,9.96,148.3,0.44,154.7,0,0.115,24.49,0.286,0.18298720504082813,0.8170127949591719,5G SA,Nominal,n260,Gaming,Walking,Clear,Low,High,Heavy,evening
synnetqos_m_00023471,S042_02347,2025-08-09 04:23:38.964327,1,-116.09,0.0138,1300.0,154.18,8,2.91,15.76,2.66,2.91,0.93,103.44,0.12,103.6,0,0.119,2.37,1.3,0.16878172588832488,0.8312182741116751,5G SA,Nominal,n79,Call,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023472,S042_02347,2025-08-09 04:24:38.964327,0,-99.82,0.0138,1300.0,136.89,8,152.39,79.75,78.88,0.18,0.18,78.71,0.13,78.6,0,0.1,58.93,1.3,0.989090909090909,0.01090909090909098,5G SA,Nominal,n79,Browse,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023473,S042_02347,2025-08-09 04:25:38.964327,0,-101.35,0.0138,1300.0,136.96,8,123.78,63.0,64.28,7.31,7.26,87.56,0.14,87.4,0,0.1,48.36,1.3,1.0203174603174603,0.0,5G SA,Nominal,n79,Gaming,Static,Clear,Medium,Medium,Light,night
synnetqos_m_00023474,S042_02347,2025-08-09 04:26:38.964327,1,-112.92,0.0138,1300.0,146.43,8,7.02,28.87,7.02,0.47,0.43,108.56,0.25,108.5,0,0.118,6.21,1.3,0.24315898856944923,0.7568410114305508,5G SA,Nominal,n79,Browse,Static,Clear,Medium,Medium,Light,night
synnetqos_m_00023475,S042_02347,2025-08-09 04:27:38.964327,1,-114.14,0.0138,1300.0,150.48,8,0.51,191.66,0.51,72.2,0.18,179.75,0.38,188.1,0,0.091,0.35,1.3,0.00266096212042158,0.9973390378795784,5G SA,Nominal,n79,Streaming,Static,Clear,Medium,High,Heavy,night
synnetqos_m_00023476,S042_02347,2025-08-09 04:28:38.964327,1,-121.55,0.0138,1300.0,154.24,8,1.39,985.19,1.37,45.27,0.49,128.33,0.29,125.1,0,0.074,0.76,1.3,0.00139059470761985,0.9986094052923802,5G SA,Nominal,n79,Streaming,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023477,S042_02347,2025-08-09 04:29:38.964327,0,-117.99,0.0138,1300.0,155.89,8,17.97,34.68,17.97,7.08,5.67,90.99,0.11,95.9,0,0.14,18.91,1.3,0.5181660899653979,0.4818339100346021,5G SA,Nominal,n79,Gaming,Static,Clear,Medium,Low,Light,night
synnetqos_m_00023478,S042_02347,2025-08-09 04:30:38.964327,0,-90.13,0.0138,1300.0,126.38,8,675.57,312.54,283.37,5.96,6.22,40.57,0.05,40.5,0,0.144,306.94,1.3,0.9066679465028475,0.09333205349715246,5G SA,Nominal,n79,Gaming,Static,Clear,Medium,Low,Light,night
synnetqos_m_00023479,S042_02347,2025-08-09 04:31:38.964327,0,-101.16,0.0138,1300.0,138.0,8,115.05,149.69,115.05,0.79,0.77,90.59,0.18,87.0,0,0.057,49.01,1.3,0.7685884160598571,0.23141158394014294,5G SA,Nominal,n79,Browse,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023480,S042_02347,2025-08-09 04:32:38.964327,1,-111.44,0.0138,1300.0,148.67,8,23.19,336.61,21.47,4.28,4.34,109.72,0.27,107.5,0,0.098,15.75,1.3,0.06378301298238316,0.9362169870176168,5G SA,Nominal,n79,Gaming,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023481,S042_02348,2025-08-05 23:29:27.423354,0,-95.81,0.0261,690.0,136.98,2,198.55,28.09,28.48,7.71,7.93,94.21,0.21,91.2,0,0.138,29.41,0.69,1.0138839444642223,0.0,5G NSA,Nominal,n77,Gaming,Static,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023482,S042_02348,2025-08-05 23:30:27.423354,0,-91.16,0.0261,690.0,135.68,2,299.3,97.92,101.52,0.49,0.47,88.58,0.13,88.8,0,0.111,84.7,0.69,1.0367647058823528,0.0,5G NSA,Nominal,n77,Browse,Static,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023483,S042_02348,2025-08-05 23:31:27.423354,0,-93.38,0.0261,690.0,134.38,2,97.03,41.42,39.86,0.68,0.7,142.91,0.24,144.1,0,0.112,33.43,0.69,0.9623370352486721,0.03766296475132791,5G NSA,Nominal,n77,Call,Static,Clear,Low,High,Heavy,evening
synnetqos_m_00023484,S042_02348,2025-08-05 23:32:27.423354,0,-96.74,0.026,693.38,136.29,4,155.04,119.92,115.83,0.46,0.42,119.82,0.28,120.0,0,0.092,80.18,0.693,0.9658939292861908,0.03410607071380922,5G NSA,Nominal,n77,Browse,Walking,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023485,S042_02348,2025-08-05 23:33:27.423354,0,-91.84,0.0264,682.43,136.22,4,263.37,190.78,183.85,3.87,3.79,104.7,0.23,105.3,2,0.105,145.34,0.682,0.9636754376769053,0.03632456232309467,5G NSA,Nominal,n77,Gaming,Walking,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023486,S042_02348,2025-08-05 23:34:27.423354,0,-84.27,0.0249,723.14,123.54,4,360.58,3.96,4.06,0.82,0.8,77.14,0.13,80.7,0,0.072,2.21,0.723,1.025252525252525,0.0,5G NSA,Nominal,n77,Call,Walking,Clear,Low,Medium,Moderate,evening
synnetqos_m_00023487,S042_02348,2025-08-05 23:35:27.423354,0,-78.06,0.0231,778.61,119.2,4,161.54,5.21,5.28,0.23,0.23,77.9,0.11,80.5,1,0.082,3.26,0.779,1.013435700575816,0.0,5G NSA,Nominal,n77,Call,Walking,Clear,Low,High,Heavy,evening
synnetqos_m_00023488,S042_02348,2025-08-05 23:36:27.423354,1,-92.48,0.0242,744.63,131.64,4,81.52,14.34,13.49,0.25,0.23,157.95,0.64,160.7,3,0.082,8.35,0.745,0.9407252440725244,0.05927475592747555,5G NSA,Nominal,n77,Call,Walking,Clear,Low,High,Light,evening
synnetqos_m_00023489,S042_02348,2025-08-05 23:37:27.423354,1,-104.89,0.0245,734.33,144.82,4,40.3,143.53,40.3,2.82,2.67,149.93,0.25,151.4,1,0.098,29.57,0.734,0.28077753779697623,0.7192224622030238,5G NSA,Nominal,n77,Gaming,Walking,Clear,Low,Medium,Light,evening
synnetqos_m_00023490,S042_02348,2025-08-05 23:38:27.423354,0,-76.99,0.0261,690.07,117.67,4,392.92,430.04,361.22,28.43,26.86,57.92,0.1,64.5,4,0.092,250.08,0.69,0.8399683750348805,0.16003162496511947,5G NSA,Nominal,n77,Streaming,Walking,Clear,Low,Medium,Light,evening
synnetqos_m_00023491,S042_02349,2025-08-04 20:30:59.401873,0,-88.33,0.0164,1100.0,121.95,8,317.34,137.95,132.65,3.52,3.28,79.1,0.08,79.7,0,0.124,123.76,1.1,0.9615802827111274,0.03841971728887261,5G NSA,Moderately_Degraded,n28,Gaming,Static,Clear,Medium,Medium,Moderate,evening
synnetqos_m_00023492,S042_02349,2025-08-04 20:31:59.401873,0,-79.75,0.0164,1100.0,118.65,8,154.93,145.1,143.31,0.49,0.48,79.39,0.12,73.5,0,0.064,69.29,1.1,0.9876636802205376,0.012336319779462368,5G NSA,Moderately_Degraded,n28,Browse,Static,Clear,Medium,High,Light,evening
synnetqos_m_00023493,S042_02349,2025-08-04 20:32:59.401873,0,-88.12,0.0164,1100.0,124.0,8,125.19,287.74,116.65,4.97,4.71,123.57,0.23,125.1,0,0.086,75.26,1.1,0.40540070897337876,0.5945992910266212,5G NSA,Moderately_Degraded,n28,Gaming,Static,Clear,Medium,High,Heavy,evening
synnetqos_m_00023494,S042_02349,2025-08-04 20:33:59.401873,0,-86.63,0.0164,1100.0,124.2,8,126.32,122.11,126.32,0.35,0.33,116.85,0.15,116.3,0,0.06,57.26,1.1,1.034477110801736,0.0,5G NSA,Moderately_Degraded,n28,Browse,Static,Clear,Medium,High,Heavy,evening
synnetqos_m_00023495,S042_02349,2025-08-04 20:34:59.401873,1,-91.0,0.0164,1100.0,127.74,8,105.31,447.35,97.77,32.85,26.33,131.49,0.15,135.9,0,0.089,65.47,1.1,0.2185537051525651,0.7814462948474349,5G NSA,Moderately_Degraded,n28,Streaming,Static,Clear,Medium,High,Light,evening
synnetqos_m_00023496,S042_02349,2025-08-04 20:35:59.401873,0,-75.04,0.0164,1100.0,114.75,8,168.46,69.65,68.17,1.46,1.42,58.21,0.14,54.9,0,0.067,34.08,1.1,0.9787508973438621,0.021249102656137886,5G NSA,Moderately_Degraded,n28,Browse,Static,Clear,Medium,High,Heavy,evening
synnetqos_m_00023497,S042_02349,2025-08-04 20:36:59.401873,0,-89.64,0.0164,1100.0,127.12,8,305.74,8.67,8.58,0.17,0.17,84.95,0.09,92.6,0,0.086,5.51,1.1,0.9896193771626298,0.01038062283737018,5G NSA,Moderately_Degraded,n28,Call,Static,Clear,Medium,Medium,Light,evening
synnetqos_m_00023498,S042_02349,2025-08-04 20:37:59.401873,0,-76.79,0.0164,1100.0,110.24,8,181.57,46.77,45.53,3.06,2.93,68.55,0.16,57.4,0,0.119,40.78,1.1,0.9734872781697669,0.02651272183023312,5G NSA,Moderately_Degraded,n28,Call,Static,Clear,Medium,High,Moderate,evening
synnetqos_m_00023499,S042_02349,2025-08-04 20:38:59.401873,1,-95.92,0.0164,1100.0,134.56,8,65.99,233.93,65.99,11.64,10.78,157.56,0.24,160.0,0,0.094,46.73,1.1,0.28209293378361044,0.7179070662163896,5G NSA,Moderately_Degraded,n28,Streaming,Static,Clear,Medium,High,Light,evening
synnetqos_m_00023500,S042_02349,2025-08-04 20:39:59.401873,1,-101.48,0.0164,1100.0,138.04,8,15.25,638.27,15.25,33.16,3.54,186.1,0.38,182.0,0,0.07,8.05,1.1,0.0238927099816692,0.9761072900183309,5G NSA,Moderately_Degraded,n28,Streaming,Static,Clear,Medium,High,Light,evening
synnetqos_m_00023501,S042_02350,2025-08-07 20:40:16.708913,0,-92.4,0.0321,560.0,119.8,17,88.24,28.22,28.15,0.24,0.23,133.88,0.42,133.6,0,0.127,26.84,0.56,0.9975194897236003,0.0024805102763997278,5G NSA,Nominal,n28,Call,Static,Rainy,Low,High,Heavy,evening
synnetqos_m_00023502,S042_02350,2025-08-07 20:41:16.708913,0,-91.97,0.0321,560.0,116.61,17,68.32,52.75,53.14,0.24,0.25,138.1,0.27,138.5,0,0.105,41.78,0.56,1.00739336492891,0.0,5G NSA,Nominal,n28,Browse,Static,Rainy,Low,High,Heavy,evening
synnetqos_m_00023503,S042_02350,2025-08-07 20:42:16.708913,1,-110.2,0.0321,560.0,136.09,17,9.27,213.23,8.98,30.7,2.23,144.41,0.1,137.4,0,0.094,6.36,0.56,0.04211414904094171,0.9578858509590583,5G NSA,Nominal,n28,Streaming,Static,Rainy,Low,Medium,Moderate,evening
synnetqos_m_00023504,S042_02350,2025-08-07 20:43:16.708913,0,-81.31,0.0321,560.0,108.72,17,153.12,22.55,21.12,14.14,14.14,85.76,0.13,91.5,0,0.101,15.93,0.56,0.9365853658536586,0.06341463414634141,5G NSA,Nominal,n28,Gaming,Static,Rainy,Low,High,Heavy,evening
synnetqos_m_00023505,S042_02350,2025-08-07 20:44:16.708913,0,-75.07,0.0321,560.0,102.69,17,336.16,124.69,122.3,6.91,6.64,34.37,0.05,34.1,0,0.116,106.33,0.56,0.9808324645119897,0.019167535488010312,5G NSA,Nominal,n28,Gaming,Static,Rainy,Low,Medium,Moderate,evening
synnetqos_m_00023506,S042_02350,2025-08-07 20:45:16.708913,0,-90.27,0.0321,560.0,120.95,17,253.68,71.6,71.59,2.61,2.7,81.86,0.11,80.2,0,0.103,55.16,0.56,0.9998603351955309,0.00013966480446914176,5G NSA,Nominal,n28,Browse,Static,Rainy,Low,Medium,Light,evening
synnetqos_m_00023507,S042_02350,2025-08-07 20:46:16.708913,0,-91.13,0.0321,560.0,120.31,17,226.71,342.08,214.25,0.21,0.19,88.37,0.1,85.9,0,0.06,96.06,0.56,0.6263154817586529,0.3736845182413471,5G NSA,Nominal,n28,Browse,Static,Rainy,Low,Medium,Moderate,evening
synnetqos_m_00023508,S042_02350,2025-08-07 20:47:16.708913,1,-110.02,0.0321,560.0,135.3,17,24.99,979.64,24.99,2.31,2.36,144.11,0.21,148.0,0,0.132,24.71,0.56,0.025509370789269525,0.9744906292107305,5G NSA,Nominal,n28,Gaming,Static,Rainy,Low,Medium,Moderate,evening
synnetqos_m_00023509,S042_02350,2025-08-07 20:48:16.708913,1,-95.27,0.0321,560.0,121.16,17,56.41,490.73,56.41,6.98,6.42,155.57,0.48,153.7,0,0.133,56.43,0.56,0.11495119515823364,0.8850488048417664,5G NSA,Nominal,n28,Streaming,Static,Rainy,Low,High,Moderate,evening
synnetqos_m_00023510,S042_02350,2025-08-07 20:49:16.708913,0,-82.65,0.0321,560.0,111.39,17,326.23,3.19,3.22,0.24,0.23,63.11,0.12,61.1,0,0.117,2.81,0.56,1.0094043887147337,0.0,5G NSA,Nominal,n28,Call,Static,Rainy,Low,Medium,Moderate,evening
synnetqos_m_00023511,S042_02351,2025-08-21 04:32:30.080970,1,-91.65,0.0419,430.0,125.82,7,498.5,1500.0,472.55,55.38,51.63,67.1,0.07,66.9,0,0.085,301.41,0.43,0.31503333333333333,0.6849666666666667,5G NSA,Nominal,n78,Streaming,Static,Rainy,Low,Low,Light,night
synnetqos_m_00023512,S042_02351,2025-08-21 04:33:30.080970,0,-96.75,0.0419,430.0,133.48,7,299.57,782.58,299.57,52.35,49.8,85.18,0.12,86.9,0,0.105,235.02,0.43,0.3827979248127987,0.6172020751872014,5G NSA,Nominal,n78,Streaming,Static,Rainy,Low,Low,Light,night
synnetqos_m_00023513,S042_02351,2025-08-21 04:34:30.080970,0,-76.76,0.0494,364.78,115.43,9,395.1,74.54,72.66,13.09,12.09,51.22,0.09,50.0,4,0.067,36.62,0.365,0.9747786423396833,0.025221357660316746,5G NSA,Nominal,n78,Gaming,Walking,Rainy,Low,Medium,Moderate,night
synnetqos_m_00023514,S042_02351,2025-08-21 04:35:30.080970,0,-85.68,0.053,339.93,121.56,9,356.81,10.32,10.65,0.45,0.46,81.22,0.26,77.9,2,0.083,6.6,0.34,1.0319767441860466,0.0,5G NSA,Nominal,n78,Call,Walking,Rainy,Low,Medium,Moderate,night
synnetqos_m_00023515,S042_02351,2025-08-21 04:36:30.080970,0,-78.88,0.0465,387.08,114.21,9,168.45,1.5,1.51,0.74,0.69,84.65,0.2,91.6,3,0.083,0.94,0.387,1.0066666666666666,0.0,5G NSA,Nominal,n78,Call,Walking,Rainy,Low,High,Heavy,night
synnetqos_m_00023516,S042_02351,2025-08-21 04:37:30.080970,0,-64.89,0.0517,348.74,99.25,9,692.62,6.19,5.89,0.17,0.17,20.24,0.03,23.4,1,0.105,4.63,0.349,0.9515347334410338,0.048465266558966213,5G NSA,Nominal,n78,Call,Walking,Rainy,Low,Low,Light,night
synnetqos_m_00023517,S042_02351,2025-08-21 04:38:30.080970,0,-91.17,0.0495,364.24,128.56,9,461.68,1.28,1.25,0.2,0.19,74.99,0.14,74.3,1,0.081,0.76,0.364,0.9765625,0.0234375,5G NSA,Nominal,n78,Call,Walking,Rainy,Low,Low,Light,night
synnetqos_m_00023518,S042_02351,2025-08-21 04:39:30.080970,0,-81.9,0.0545,330.61,118.45,9,376.24,348.34,334.33,40.04,37.94,73.1,0.22,73.5,1,0.096,240.34,0.331,0.9597806740540851,0.04021932594591493,5G NSA,Nominal,n78,Streaming,Walking,Rainy,Low,Medium,Moderate,night
synnetqos_m_00023519,S042_02351,2025-08-21 04:40:30.080970,1,-88.25,0.0456,394.84,121.96,9,113.98,311.27,102.7,0.11,0.1,140.96,0.35,149.1,1,0.076,58.74,0.395,0.3299386384810615,0.6700613615189386,5G NSA,Nominal,n78,Browse,Walking,Rainy,Low,High,Heavy,night
synnetqos_m_00023520,S042_02351,2025-08-21 04:41:30.080970,0,-96.74,0.0475,378.81,134.97,9,270.09,13.68,14.19,0.15,0.15,82.34,0.07,78.1,2,0.086,9.19,0.379,1.037280701754386,0.0,5G NSA,Nominal,n78,Call,Walking,Rainy,Low,Low,Light,night
synnetqos_m_00023521,S042_02352,2025-08-06 00:55:56.943332,1,-115.95,0.0139,1296.13,139.87,20,15.06,80.39,13.61,103.3,3.4,180.62,0.28,177.2,1,0.14,14.3,1.296,0.1692996641373305,0.8307003358626694,5G NSA,Moderately_Degraded,n77,Streaming,Walking,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023522,S042_02352,2025-08-06 00:56:56.943332,1,-121.55,0.0144,1251.98,142.03,20,0.21,29.05,0.21,1.04,0.05,305.3,1.68,310.2,0,0.094,0.15,1.252,0.007228915662650602,0.9927710843373494,5G NSA,Moderately_Degraded,n77,Browse,Walking,Clear,Medium,High,Heavy,night
synnetqos_m_00023523,S042_02352,2025-08-06 00:57:56.943332,1,-131.18,0.0144,1250.13,155.11,20,9.63,138.46,9.11,74.33,2.41,149.12,0.24,153.0,0,0.077,5.26,1.25,0.06579517550195002,0.93420482449805,5G NSA,Moderately_Degraded,n77,Streaming,Walking,Clear,Medium,Low,Light,night
synnetqos_m_00023524,S042_02352,2025-08-06 00:58:56.943332,1,-120.4,0.0144,1250.13,148.69,18,13.77,77.07,13.77,14.12,3.15,274.78,0.71,277.0,0,0.098,10.1,1.25,0.17866874270144026,0.8213312572985597,5G NSA,Moderately_Degraded,n77,Gaming,Static,Clear,Medium,High,Heavy,night
synnetqos_m_00023525,S042_02352,2025-08-06 00:59:56.943332,1,-105.07,0.0144,1250.13,132.76,18,38.34,153.31,38.07,15.65,9.59,124.13,0.3,120.2,0,0.118,33.66,1.25,0.24832039658208857,0.7516796034179114,5G NSA,Moderately_Degraded,n77,Streaming,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023526,S042_02352,2025-08-06 01:00:56.943332,1,-131.43,0.0144,1250.13,160.35,18,2.65,258.96,2.48,8.68,0.64,132.12,0.2,127.4,0,0.079,1.46,1.25,0.009576768612913192,0.9904232313870868,5G NSA,Moderately_Degraded,n77,Gaming,Static,Clear,Medium,Low,Light,night
synnetqos_m_00023527,S042_02352,2025-08-06 01:01:56.943332,1,-119.4,0.0144,1250.13,143.67,18,4.13,4.97,4.13,0.24,0.22,173.17,0.24,173.8,0,0.118,3.66,1.25,0.8309859154929577,0.16901408450704225,5G NSA,Moderately_Degraded,n77,Call,Static,Clear,Medium,Medium,Light,night
synnetqos_m_00023528,S042_02352,2025-08-06 01:02:56.943332,1,-120.26,0.0144,1250.13,142.73,18,0.0,232.1,0.0,4.28,0.0,181.24,0.26,177.5,0,0.11,0.0,1.25,0.0,1.0,5G NSA,Moderately_Degraded,n77,Gaming,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00023529,S042_02352,2025-08-06 01:03:56.943332,0,-115.05,0.0144,1250.13,140.88,18,19.89,10.27,9.94,5.44,4.94,120.3,0.16,118.8,0,0.132,9.84,1.25,0.9678675754625121,0.03213242453748788,5G NSA,Moderately_Degraded,n77,Gaming,Static,Clear,Medium,Low,Light,night
synnetqos_m_00023530,S042_02352,2025-08-06 01:04:56.943332,1,-106.33,0.0144,1250.13,133.2,18,25.9,188.98,24.07,8.36,5.86,211.39,0.25,206.6,0,0.071,12.86,1.25,0.12736797544713727,0.8726320245528627,5G NSA,Moderately_Degraded,n77,Gaming,Static,Clear,Medium,High,Light,night
synnetqos_m_00023531,S042_02353,2025-07-30 20:11:54.196808,1,-112.97,0.0121,1487.29,143.88,12,0.0,36.75,0.0,32.78,0.0,385.41,1.18,386.4,0,0.104,0.0,1.487,0.0,1.0,4G,Nominal,LTE_Anchor,Streaming,Walking,Foggy,Low,High,Moderate,evening
synnetqos_m_00023532,S042_02353,2025-07-30 20:12:54.196808,1,-106.26,0.0121,1487.29,142.6,10,2.67,24.85,2.67,8.15,0.36,290.5,0.63,287.6,0,0.051,1.01,1.487,0.10744466800804828,0.8925553319919517,4G,Nominal,LTE_Anchor,Streaming,Static,Foggy,Low,High,Light,evening
synnetqos_m_00023533,S042_02353,2025-07-30 20:13:54.196808,1,-130.23,0.0121,1487.29,166.05,10,3.17,45.08,3.01,8.51,0.45,376.83,0.53,382.1,0,0.131,2.95,1.487,0.06677018633540373,0.9332298136645962,4G,Nominal,LTE_Anchor,Gaming,Static,Foggy,Low,High,Heavy,evening
synnetqos_m_00023534,S042_02353,2025-07-30 20:14:54.196808,1,-100.84,0.0121,1487.29,134.26,10,9.38,3.31,3.41,0.73,0.75,171.73,0.17,172.2,0,0.136,3.48,1.487,1.0302114803625377,0.0,4G,Nominal,LTE_Anchor,Call,Static,Foggy,Low,Medium,Light,evening
synnetqos_m_00023535,S042_02353,2025-07-30 20:15:54.196808,1,-103.75,0.0121,1487.29,139.66,10,1.23,202.22,1.23,15.89,0.18,288.04,0.48,289.7,0,0.097,0.89,1.487,0.006082484422905746,0.9939175155770943,4G,Nominal,LTE_Anchor,Streaming,Static,Foggy,Low,High,Moderate,evening
synnetqos_m_00023536,S042_02353,2025-07-30 20:16:54.196808,1,-104.34,0.0121,1488.11,131.34,12,2.5,182.93,2.5,0.67,0.35,311.52,0.65,308.5,2,0.124,2.33,1.488,0.01366642978188378,0.9863335702181162,4G,Nominal,LTE_Anchor,Browse,Walking,Foggy,Low,High,Heavy,evening
synnetqos_m_00023537,S042_02353,2025-07-30 20:17:54.196808,1,-119.82,0.0119,1507.05,149.55,12,0.0,4.57,0.0,2.94,0.0,423.04,1.43,417.0,0,0.125,0.0,1.507,0.0,1.0,4G,Nominal,LTE_Anchor,Call,Walking,Foggy,Low,High,Heavy,evening
