algorithm,support,itemsets,item_count,itemset_text
apriori,0.05952,offered_downlink_mbps=offered_low;service_degraded=0;tower_load=Light,3,offered_downlink_mbps=offered_low;service_degraded=0;tower_load=Light
apriori,0.05948,band=n78;jitter_ms=jitter_low;offered_downlink_mbps=offered_high,3,band=n78;jitter_ms=jitter_low;offered_downlink_mbps=offered_high
apriori,0.05944,app_type=Call;service_degraded=0;signal_strength_dbm=signal_strong,3,app_type=Call;service_degraded=0;signal_strength_dbm=signal_strong
apriori,0.05944,downlink_shortfall_fraction=shortfall_low;movement_speed=Walking;tower_load=Moderate,3,downlink_shortfall_fraction=shortfall_low;movement_speed=Walking;tower_load=Moderate
apriori,0.05942,downlink_shortfall_fraction=shortfall_extreme;network_type=5G_SA;offered_downlink_mbps=offered_very_high,3,downlink_shortfall_fraction=shortfall_extreme;network_type=5G_SA;offered_downlink_mbps=offered_very_high
apriori,0.05942,latency_ms=latency_high;time_of_day=evening;weather=Clear,3,latency_ms=latency_high;time_of_day=evening;weather=Clear
apriori,0.0594,jitter_ms=jitter_low;obstruction_level=Low;time_of_day=evening,3,jitter_ms=jitter_low;obstruction_level=Low;time_of_day=evening
apriori,0.0594,app_type=Browse;signal_strength_dbm=signal_strong,2,app_type=Browse;signal_strength_dbm=signal_strong
apriori,0.05938,obstruction_level=Medium;tower_load=Heavy;weather=Clear,3,obstruction_level=Medium;tower_load=Heavy;weather=Clear
apriori,0.05934,movement_speed=Static;obstruction_level=High;service_degraded=1,3,movement_speed=Static;obstruction_level=High;service_degraded=1
apriori,0.0593,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low;service_degraded=0,3,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low;service_degraded=0
apriori,0.0593,downlink_shortfall_fraction=shortfall_low;network_type=4G;service_degraded=0,3,downlink_shortfall_fraction=shortfall_low;network_type=4G;service_degraded=0
apriori,0.05928,band=LTE_Anchor;service_degraded=0;weather=Clear,3,band=LTE_Anchor;service_degraded=0;weather=Clear
apriori,0.05928,jitter_ms=jitter_low;signal_strength_dbm=signal_strong;time_of_day=night,3,jitter_ms=jitter_low;signal_strength_dbm=signal_strong;time_of_day=night
apriori,0.05928,network_type=4G;service_degraded=0;weather=Clear,3,network_type=4G;service_degraded=0;weather=Clear
apriori,0.05924,app_type=Gaming;jitter_ms=jitter_low;obstruction_level=Medium,3,app_type=Gaming;jitter_ms=jitter_low;obstruction_level=Medium
apriori,0.05924,downlink_shortfall_fraction=shortfall_extreme;time_of_day=evening;weather=Clear,3,downlink_shortfall_fraction=shortfall_extreme;time_of_day=evening;weather=Clear
apriori,0.05924,obstruction_level=Low;tower_load=Heavy;weather=Clear,3,obstruction_level=Low;tower_load=Heavy;weather=Clear
apriori,0.05922,movement_speed=Walking;time_of_day=morning;tower_load=Light,3,movement_speed=Walking;time_of_day=morning;tower_load=Light
apriori,0.0592,congestion_level=Medium;time_of_day=afternoon;tower_load=Moderate,3,congestion_level=Medium;time_of_day=afternoon;tower_load=Moderate
apriori,0.0592,infrastructure_profile=Nominal;network_type=5G_NSA;weather=Rainy,3,infrastructure_profile=Nominal;network_type=5G_NSA;weather=Rainy
apriori,0.05918,app_type=Streaming;infrastructure_profile=Nominal;offered_downlink_mbps=offered_high,3,app_type=Streaming;infrastructure_profile=Nominal;offered_downlink_mbps=offered_high
apriori,0.05918,infrastructure_profile=Nominal;offered_downlink_mbps=offered_high;time_of_day=afternoon,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_high;time_of_day=afternoon
apriori,0.05918,latency_ms=latency_moderate;service_degraded=1;signal_strength_dbm=signal_weak,3,latency_ms=latency_moderate;service_degraded=1;signal_strength_dbm=signal_weak
apriori,0.05918,movement_speed=Static;network_type=5G_NSA;signal_strength_dbm=signal_moderate,3,movement_speed=Static;network_type=5G_NSA;signal_strength_dbm=signal_moderate
apriori,0.05918,obstruction_level=Low;signal_strength_dbm=signal_weak;tower_load=Light,3,obstruction_level=Low;signal_strength_dbm=signal_weak;tower_load=Light
apriori,0.05916,latency_ms=latency_moderate;obstruction_level=Medium;offered_downlink_mbps=offered_very_high,3,latency_ms=latency_moderate;obstruction_level=Medium;offered_downlink_mbps=offered_very_high
apriori,0.05914,congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;movement_speed=Static,3,congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;movement_speed=Static
apriori,0.05914,downlink_shortfall_fraction=shortfall_low;signal_strength_dbm=signal_strong;tower_load=Moderate,3,downlink_shortfall_fraction=shortfall_low;signal_strength_dbm=signal_strong;tower_load=Moderate
apriori,0.05914,signal_strength_dbm=signal_strong;time_of_day=evening,2,signal_strength_dbm=signal_strong;time_of_day=evening
apriori,0.05912,congestion_level=Medium;latency_ms=latency_high;tower_load=Moderate,3,congestion_level=Medium;latency_ms=latency_high;tower_load=Moderate
apriori,0.05912,congestion_level=Medium;obstruction_level=Low;service_degraded=1,3,congestion_level=Medium;obstruction_level=Low;service_degraded=1
apriori,0.05912,latency_ms=latency_high;offered_downlink_mbps=offered_low;service_degraded=1,3,latency_ms=latency_high;offered_downlink_mbps=offered_low;service_degraded=1
apriori,0.05912,latency_ms=latency_high;offered_downlink_mbps=offered_low,2,latency_ms=latency_high;offered_downlink_mbps=offered_low
apriori,0.05912,offered_downlink_mbps=offered_moderate;signal_strength_dbm=signal_strong,2,offered_downlink_mbps=offered_moderate;signal_strength_dbm=signal_strong
apriori,0.05906,app_type=Browse;network_type=5G_SA;service_degraded=0,3,app_type=Browse;network_type=5G_SA;service_degraded=0
apriori,0.05906,app_type=Browse;offered_downlink_mbps=offered_moderate;service_degraded=0,3,app_type=Browse;offered_downlink_mbps=offered_moderate;service_degraded=0
apriori,0.05906,band=n78;congestion_level=High;movement_speed=Static,3,band=n78;congestion_level=High;movement_speed=Static
apriori,0.05904,congestion_level=Medium;latency_ms=latency_high;movement_speed=Walking,3,congestion_level=Medium;latency_ms=latency_high;movement_speed=Walking
apriori,0.05904,obstruction_level=Low;service_degraded=0;time_of_day=morning,3,obstruction_level=Low;service_degraded=0;time_of_day=morning
apriori,0.05902,congestion_level=Low;service_degraded=1;tower_load=Light,3,congestion_level=Low;service_degraded=1;tower_load=Light
apriori,0.05902,congestion_level=Low;service_degraded=1,2,congestion_level=Low;service_degraded=1
apriori,0.059,jitter_ms=jitter_low;offered_downlink_mbps=offered_low;tower_load=Light,3,jitter_ms=jitter_low;offered_downlink_mbps=offered_low;tower_load=Light
apriori,0.059,network_type=5G_SA;time_of_day=afternoon;weather=Clear,3,network_type=5G_SA;time_of_day=afternoon;weather=Clear
apriori,0.059,band=n260;weather=Clear,2,band=n260;weather=Clear
apriori,0.05898,app_type=Gaming;congestion_level=Medium;service_degraded=0,3,app_type=Gaming;congestion_level=Medium;service_degraded=0
apriori,0.05898,app_type=Streaming;band=n78;infrastructure_profile=Nominal,3,app_type=Streaming;band=n78;infrastructure_profile=Nominal
apriori,0.05896,congestion_level=Medium;time_of_day=evening;tower_load=Light,3,congestion_level=Medium;time_of_day=evening;tower_load=Light
apriori,0.05886,band=n78;network_type=5G_SA;service_degraded=1,3,band=n78;network_type=5G_SA;service_degraded=1
apriori,0.05886,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;obstruction_level=Low,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;obstruction_level=Low
apriori,0.05886,offered_downlink_mbps=offered_moderate;time_of_day=evening,2,offered_downlink_mbps=offered_moderate;time_of_day=evening
apriori,0.05882,congestion_level=High;network_type=5G_SA;obstruction_level=Low,3,congestion_level=High;network_type=5G_SA;obstruction_level=Low
apriori,0.0588,jitter_ms=jitter_low;movement_speed=Static;offered_downlink_mbps=offered_low,3,jitter_ms=jitter_low;movement_speed=Static;offered_downlink_mbps=offered_low
apriori,0.05878,movement_speed=Walking;offered_downlink_mbps=offered_very_high;tower_load=Light,3,movement_speed=Walking;offered_downlink_mbps=offered_very_high;tower_load=Light
apriori,0.05876,offered_downlink_mbps=offered_high;signal_strength_dbm=signal_strong;weather=Clear,3,offered_downlink_mbps=offered_high;signal_strength_dbm=signal_strong;weather=Clear
apriori,0.05874,congestion_level=High;infrastructure_profile=Nominal;weather=Rainy,3,congestion_level=High;infrastructure_profile=Nominal;weather=Rainy
apriori,0.0587,congestion_level=Low;offered_downlink_mbps=offered_high;tower_load=Light,3,congestion_level=Low;offered_downlink_mbps=offered_high;tower_load=Light
apriori,0.0587,downlink_shortfall_fraction=shortfall_low;movement_speed=Static;time_of_day=evening,3,downlink_shortfall_fraction=shortfall_low;movement_speed=Static;time_of_day=evening
apriori,0.0587,congestion_level=Low;offered_downlink_mbps=offered_high,2,congestion_level=Low;offered_downlink_mbps=offered_high
apriori,0.0587,network_type=5G_NSA;offered_downlink_mbps=offered_low,2,network_type=5G_NSA;offered_downlink_mbps=offered_low
apriori,0.05868,jitter_ms=jitter_low;offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_strong,3,jitter_ms=jitter_low;offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_strong
apriori,0.05866,band=LTE_Anchor;offered_downlink_mbps=offered_moderate;weather=Clear,3,band=LTE_Anchor;offered_downlink_mbps=offered_moderate;weather=Clear
apriori,0.05866,congestion_level=High;movement_speed=Static;signal_strength_dbm=signal_moderate,3,congestion_level=High;movement_speed=Static;signal_strength_dbm=signal_moderate
apriori,0.05866,network_type=4G;offered_downlink_mbps=offered_moderate;weather=Clear,3,network_type=4G;offered_downlink_mbps=offered_moderate;weather=Clear
apriori,0.05864,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;obstruction_level=High,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;obstruction_level=High
apriori,0.05862,band=n28;network_type=5G_SA;service_degraded=0,3,band=n28;network_type=5G_SA;service_degraded=0
apriori,0.05862,congestion_level=Low;latency_ms=latency_moderate;movement_speed=Walking,3,congestion_level=Low;latency_ms=latency_moderate;movement_speed=Walking
apriori,0.05862,infrastructure_profile=Nominal;latency_ms=latency_high;time_of_day=afternoon,3,infrastructure_profile=Nominal;latency_ms=latency_high;time_of_day=afternoon
apriori,0.05862,jitter_ms=jitter_low;network_type=5G_SA;time_of_day=morning,3,jitter_ms=jitter_low;network_type=5G_SA;time_of_day=morning
apriori,0.05858,band=LTE_Anchor;network_type=4G;time_of_day=evening,3,band=LTE_Anchor;network_type=4G;time_of_day=evening
apriori,0.05858,band=LTE_Anchor;time_of_day=evening,2,band=LTE_Anchor;time_of_day=evening
apriori,0.05858,network_type=4G;time_of_day=evening,2,network_type=4G;time_of_day=evening
apriori,0.05856,band=n78;infrastructure_profile=Nominal;time_of_day=morning,3,band=n78;infrastructure_profile=Nominal;time_of_day=morning
apriori,0.05856,band=n78;infrastructure_profile=Nominal;time_of_day=night,3,band=n78;infrastructure_profile=Nominal;time_of_day=night
apriori,0.05856,movement_speed=Walking;obstruction_level=High;weather=Clear,3,movement_speed=Walking;obstruction_level=High;weather=Clear
apriori,0.05854,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;time_of_day=night,3,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;time_of_day=night
apriori,0.05852,infrastructure_profile=Nominal;latency_ms=latency_high;obstruction_level=High,3,infrastructure_profile=Nominal;latency_ms=latency_high;obstruction_level=High
apriori,0.05848,congestion_level=Low;service_degraded=0;time_of_day=night,3,congestion_level=Low;service_degraded=0;time_of_day=night
apriori,0.05846,congestion_level=Low;downlink_shortfall_fraction=shortfall_low;movement_speed=Static,3,congestion_level=Low;downlink_shortfall_fraction=shortfall_low;movement_speed=Static
apriori,0.05846,congestion_level=Medium;obstruction_level=Low;offered_downlink_mbps=offered_high,3,congestion_level=Medium;obstruction_level=Low;offered_downlink_mbps=offered_high
apriori,0.05846,downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;weather=Rainy,3,downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;weather=Rainy
apriori,0.05846,movement_speed=Walking;obstruction_level=Low;signal_strength_dbm=signal_strong,3,movement_speed=Walking;obstruction_level=Low;signal_strength_dbm=signal_strong
apriori,0.05846,movement_speed=Walking;offered_downlink_mbps=offered_moderate;service_degraded=0,3,movement_speed=Walking;offered_downlink_mbps=offered_moderate;service_degraded=0
apriori,0.05844,app_type=Gaming;band=n78;infrastructure_profile=Nominal,3,app_type=Gaming;band=n78;infrastructure_profile=Nominal
apriori,0.05842,obstruction_level=High;tower_load=Light;weather=Clear,3,obstruction_level=High;tower_load=Light;weather=Clear
apriori,0.05842,infrastructure_profile=Moderately_Degraded;signal_strength_dbm=signal_moderate,2,infrastructure_profile=Moderately_Degraded;signal_strength_dbm=signal_moderate
apriori,0.05842,tower_load=Moderate;weather=Rainy,2,tower_load=Moderate;weather=Rainy
apriori,0.0584,app_type=Gaming;infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high,3,app_type=Gaming;infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high
apriori,0.0584,infrastructure_profile=Moderately_Degraded;obstruction_level=Medium;weather=Clear,3,infrastructure_profile=Moderately_Degraded;obstruction_level=Medium;weather=Clear
apriori,0.05834,congestion_level=High;signal_strength_dbm=signal_moderate;tower_load=Heavy,3,congestion_level=High;signal_strength_dbm=signal_moderate;tower_load=Heavy
apriori,0.05834,signal_strength_dbm=signal_moderate;tower_load=Heavy,2,signal_strength_dbm=signal_moderate;tower_load=Heavy
apriori,0.05832,band=LTE_Anchor;infrastructure_profile=Nominal;service_degraded=0,3,band=LTE_Anchor;infrastructure_profile=Nominal;service_degraded=0
apriori,0.05832,band=LTE_Anchor;jitter_ms=jitter_moderate;movement_speed=Static,3,band=LTE_Anchor;jitter_ms=jitter_moderate;movement_speed=Static
apriori,0.05832,band=LTE_Anchor;latency_ms=latency_high;movement_speed=Walking,3,band=LTE_Anchor;latency_ms=latency_high;movement_speed=Walking
apriori,0.05832,congestion_level=High;signal_strength_dbm=signal_weak;tower_load=Heavy,3,congestion_level=High;signal_strength_dbm=signal_weak;tower_load=Heavy
apriori,0.05832,infrastructure_profile=Nominal;network_type=4G;service_degraded=0,3,infrastructure_profile=Nominal;network_type=4G;service_degraded=0
apriori,0.05832,jitter_ms=jitter_moderate;movement_speed=Static;network_type=4G,3,jitter_ms=jitter_moderate;movement_speed=Static;network_type=4G
apriori,0.05832,latency_ms=latency_high;movement_speed=Walking;network_type=4G,3,latency_ms=latency_high;movement_speed=Walking;network_type=4G
apriori,0.05832,signal_strength_dbm=signal_weak;tower_load=Heavy,2,signal_strength_dbm=signal_weak;tower_load=Heavy
apriori,0.0583,band=n28;congestion_level=Medium;jitter_ms=jitter_low,3,band=n28;congestion_level=Medium;jitter_ms=jitter_low
apriori,0.05824,latency_ms=latency_moderate;signal_strength_dbm=signal_moderate;time_of_day=night,3,latency_ms=latency_moderate;signal_strength_dbm=signal_moderate;time_of_day=night
apriori,0.05822,app_type=Call;downlink_shortfall_fraction=shortfall_low;tower_load=Moderate,3,app_type=Call;downlink_shortfall_fraction=shortfall_low;tower_load=Moderate
apriori,0.05822,band=LTE_Anchor;infrastructure_profile=Nominal;tower_load=Moderate,3,band=LTE_Anchor;infrastructure_profile=Nominal;tower_load=Moderate
apriori,0.05822,infrastructure_profile=Nominal;network_type=4G;tower_load=Moderate,3,infrastructure_profile=Nominal;network_type=4G;tower_load=Moderate
apriori,0.05822,network_type=5G_NSA;signal_strength_dbm=signal_weak;tower_load=Light,3,network_type=5G_NSA;signal_strength_dbm=signal_weak;tower_load=Light
apriori,0.0582,congestion_level=Low;infrastructure_profile=Nominal;obstruction_level=Low,3,congestion_level=Low;infrastructure_profile=Nominal;obstruction_level=Low
apriori,0.05818,congestion_level=Medium;time_of_day=morning;tower_load=Light,3,congestion_level=Medium;time_of_day=morning;tower_load=Light
apriori,0.05816,movement_speed=Walking;offered_downlink_mbps=offered_low;weather=Clear,3,movement_speed=Walking;offered_downlink_mbps=offered_low;weather=Clear
apriori,0.05816,service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=morning,3,service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=morning
apriori,0.05812,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;offered_downlink_mbps=offered_high,3,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;offered_downlink_mbps=offered_high
apriori,0.05812,movement_speed=Static;service_degraded=1;time_of_day=afternoon,3,movement_speed=Static;service_degraded=1;time_of_day=afternoon
apriori,0.0581,app_type=Gaming;congestion_level=Medium;tower_load=Moderate,3,app_type=Gaming;congestion_level=Medium;tower_load=Moderate
apriori,0.0581,band=LTE_Anchor;movement_speed=Static;obstruction_level=Medium,3,band=LTE_Anchor;movement_speed=Static;obstruction_level=Medium
apriori,0.0581,band=n78;latency_ms=latency_high;network_type=5G_NSA,3,band=n78;latency_ms=latency_high;network_type=5G_NSA
apriori,0.0581,congestion_level=Medium;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low,3,congestion_level=Medium;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low
apriori,0.0581,infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high;tower_load=Moderate,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high;tower_load=Moderate
apriori,0.0581,movement_speed=Static;network_type=4G;obstruction_level=Medium,3,movement_speed=Static;network_type=4G;obstruction_level=Medium
apriori,0.05808,app_type=Streaming;infrastructure_profile=Nominal;latency_ms=latency_high,3,app_type=Streaming;infrastructure_profile=Nominal;latency_ms=latency_high
apriori,0.05806,congestion_level=Medium;infrastructure_profile=Nominal;offered_downlink_mbps=offered_low,3,congestion_level=Medium;infrastructure_profile=Nominal;offered_downlink_mbps=offered_low
apriori,0.05806,infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak
apriori,0.05806,obstruction_level=Low;service_degraded=0;time_of_day=evening,3,obstruction_level=Low;service_degraded=0;time_of_day=evening
apriori,0.05804,infrastructure_profile=Nominal;service_degraded=0;signal_strength_dbm=signal_weak,3,infrastructure_profile=Nominal;service_degraded=0;signal_strength_dbm=signal_weak
apriori,0.05804,obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0,3,obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0
apriori,0.058,band=n28;infrastructure_profile=Nominal;network_type=5G_NSA,3,band=n28;infrastructure_profile=Nominal;network_type=5G_NSA
apriori,0.058,infrastructure_profile=Nominal;network_type=5G_NSA;tower_load=Heavy,3,infrastructure_profile=Nominal;network_type=5G_NSA;tower_load=Heavy
apriori,0.05796,jitter_ms=jitter_low;obstruction_level=Medium;time_of_day=afternoon,3,jitter_ms=jitter_low;obstruction_level=Medium;time_of_day=afternoon
apriori,0.05794,band=n78;jitter_ms=jitter_low;time_of_day=night,3,band=n78;jitter_ms=jitter_low;time_of_day=night
apriori,0.05794,service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night,3,service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night
apriori,0.05792,band=LTE_Anchor;congestion_level=Medium;jitter_ms=jitter_moderate,3,band=LTE_Anchor;congestion_level=Medium;jitter_ms=jitter_moderate
apriori,0.05792,congestion_level=Medium;jitter_ms=jitter_moderate;network_type=4G,3,congestion_level=Medium;jitter_ms=jitter_moderate;network_type=4G
apriori,0.0579,congestion_level=High;latency_ms=latency_moderate;signal_strength_dbm=signal_moderate,3,congestion_level=High;latency_ms=latency_moderate;signal_strength_dbm=signal_moderate
apriori,0.05788,app_type=Gaming;movement_speed=Walking;tower_load=Light,3,app_type=Gaming;movement_speed=Walking;tower_load=Light
apriori,0.05788,downlink_shortfall_fraction=shortfall_low;obstruction_level=Medium;tower_load=Moderate,3,downlink_shortfall_fraction=shortfall_low;obstruction_level=Medium;tower_load=Moderate
apriori,0.05786,band=LTE_Anchor;offered_downlink_mbps=offered_high;service_degraded=1,3,band=LTE_Anchor;offered_downlink_mbps=offered_high;service_degraded=1
apriori,0.05786,network_type=4G;offered_downlink_mbps=offered_high;service_degraded=1,3,network_type=4G;offered_downlink_mbps=offered_high;service_degraded=1
apriori,0.05784,network_type=5G_NSA;offered_downlink_mbps=offered_high;service_degraded=1,3,network_type=5G_NSA;offered_downlink_mbps=offered_high;service_degraded=1
apriori,0.05782,band=LTE_Anchor;infrastructure_profile=Nominal;signal_strength_dbm=signal_moderate,3,band=LTE_Anchor;infrastructure_profile=Nominal;signal_strength_dbm=signal_moderate
apriori,0.05782,infrastructure_profile=Nominal;network_type=4G;signal_strength_dbm=signal_moderate,3,infrastructure_profile=Nominal;network_type=4G;signal_strength_dbm=signal_moderate
apriori,0.05782,infrastructure_profile=Nominal;time_of_day=morning;tower_load=Moderate,3,infrastructure_profile=Nominal;time_of_day=morning;tower_load=Moderate
apriori,0.05782,network_type=5G_NSA;offered_downlink_mbps=offered_very_high;tower_load=Light,3,network_type=5G_NSA;offered_downlink_mbps=offered_very_high;tower_load=Light
apriori,0.0578,network_type=5G_NSA;signal_strength_dbm=signal_moderate;tower_load=Light,3,network_type=5G_NSA;signal_strength_dbm=signal_moderate;tower_load=Light
apriori,0.05774,app_type=Streaming;movement_speed=Walking;tower_load=Light,3,app_type=Streaming;movement_speed=Walking;tower_load=Light
apriori,0.0577,band=n78;infrastructure_profile=Nominal;time_of_day=evening,3,band=n78;infrastructure_profile=Nominal;time_of_day=evening
apriori,0.05764,downlink_shortfall_fraction=shortfall_high;tower_load=Light,2,downlink_shortfall_fraction=shortfall_high;tower_load=Light
apriori,0.0576,movement_speed=Static;network_type=5G_NSA;signal_strength_dbm=signal_weak,3,movement_speed=Static;network_type=5G_NSA;signal_strength_dbm=signal_weak
apriori,0.05758,obstruction_level=Medium;signal_strength_dbm=signal_very_weak,2,obstruction_level=Medium;signal_strength_dbm=signal_very_weak
apriori,0.05756,jitter_ms=jitter_low;network_type=5G_SA;time_of_day=evening,3,jitter_ms=jitter_low;network_type=5G_SA;time_of_day=evening
apriori,0.05756,network_type=5G_NSA;obstruction_level=Low;signal_strength_dbm=signal_moderate,3,network_type=5G_NSA;obstruction_level=Low;signal_strength_dbm=signal_moderate
apriori,0.05754,band=LTE_Anchor;congestion_level=Medium;tower_load=Moderate,3,band=LTE_Anchor;congestion_level=Medium;tower_load=Moderate
apriori,0.05754,congestion_level=Medium;network_type=4G;tower_load=Moderate,3,congestion_level=Medium;network_type=4G;tower_load=Moderate
apriori,0.05754,movement_speed=Static;offered_downlink_mbps=offered_low;service_degraded=0,3,movement_speed=Static;offered_downlink_mbps=offered_low;service_degraded=0
apriori,0.05752,band=n78;congestion_level=Medium;obstruction_level=Low,3,band=n78;congestion_level=Medium;obstruction_level=Low
apriori,0.05752,downlink_shortfall_fraction=shortfall_high;movement_speed=Walking,2,downlink_shortfall_fraction=shortfall_high;movement_speed=Walking
apriori,0.0575,app_type=Call;jitter_ms=jitter_low;obstruction_level=Medium,3,app_type=Call;jitter_ms=jitter_low;obstruction_level=Medium
apriori,0.0575,downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,3,downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;signal_strength_dbm=signal_weak
apriori,0.05748,movement_speed=Walking;network_type=5G_NSA;offered_downlink_mbps=offered_high,3,movement_speed=Walking;network_type=5G_NSA;offered_downlink_mbps=offered_high
apriori,0.05746,app_type=Browse;jitter_ms=jitter_low;obstruction_level=Medium,3,app_type=Browse;jitter_ms=jitter_low;obstruction_level=Medium
apriori,0.05746,app_type=Browse;movement_speed=Walking;service_degraded=1,3,app_type=Browse;movement_speed=Walking;service_degraded=1
apriori,0.05746,app_type=Call;downlink_shortfall_fraction=shortfall_low;offered_downlink_mbps=offered_moderate,3,app_type=Call;downlink_shortfall_fraction=shortfall_low;offered_downlink_mbps=offered_moderate
apriori,0.05746,app_type=Call;infrastructure_profile=Nominal;latency_ms=latency_high,3,app_type=Call;infrastructure_profile=Nominal;latency_ms=latency_high
apriori,0.05746,app_type=Streaming;congestion_level=Medium;tower_load=Moderate,3,app_type=Streaming;congestion_level=Medium;tower_load=Moderate
apriori,0.05746,movement_speed=Walking;obstruction_level=Low;tower_load=Moderate,3,movement_speed=Walking;obstruction_level=Low;tower_load=Moderate
apriori,0.05744,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;network_type=5G_SA,3,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;network_type=5G_SA
apriori,0.05744,latency_ms=latency_moderate;obstruction_level=Low;time_of_day=afternoon,3,latency_ms=latency_moderate;obstruction_level=Low;time_of_day=afternoon
apriori,0.05744,latency_ms=latency_low;movement_speed=Walking,2,latency_ms=latency_low;movement_speed=Walking
apriori,0.0574,jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking,3,jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking
apriori,0.05736,network_type=5G_SA;service_degraded=1;signal_strength_dbm=signal_very_weak,3,network_type=5G_SA;service_degraded=1;signal_strength_dbm=signal_very_weak
apriori,0.05734,band=n28;jitter_ms=jitter_low;latency_ms=latency_moderate,3,band=n28;jitter_ms=jitter_low;latency_ms=latency_moderate
apriori,0.05734,downlink_shortfall_fraction=shortfall_low;network_type=5G_SA;tower_load=Moderate,3,downlink_shortfall_fraction=shortfall_low;network_type=5G_SA;tower_load=Moderate
apriori,0.05732,app_type=Browse;movement_speed=Walking;tower_load=Light,3,app_type=Browse;movement_speed=Walking;tower_load=Light
apriori,0.0573,band=LTE_Anchor;obstruction_level=Low;service_degraded=1,3,band=LTE_Anchor;obstruction_level=Low;service_degraded=1
apriori,0.0573,congestion_level=Medium;infrastructure_profile=Nominal;signal_strength_dbm=signal_very_weak,3,congestion_level=Medium;infrastructure_profile=Nominal;signal_strength_dbm=signal_very_weak
apriori,0.0573,infrastructure_profile=Nominal;offered_downlink_mbps=offered_moderate;tower_load=Moderate,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_moderate;tower_load=Moderate
apriori,0.0573,network_type=4G;obstruction_level=Low;service_degraded=1,3,network_type=4G;obstruction_level=Low;service_degraded=1
apriori,0.05728,obstruction_level=Medium;service_degraded=1;tower_load=Heavy,3,obstruction_level=Medium;service_degraded=1;tower_load=Heavy
apriori,0.05726,congestion_level=Medium;jitter_ms=jitter_moderate;signal_strength_dbm=signal_weak,3,congestion_level=Medium;jitter_ms=jitter_moderate;signal_strength_dbm=signal_weak
apriori,0.05724,latency_ms=latency_low;obstruction_level=Medium,2,latency_ms=latency_low;obstruction_level=Medium
apriori,0.05722,jitter_ms=jitter_low;latency_ms=latency_low;obstruction_level=Medium,3,jitter_ms=jitter_low;latency_ms=latency_low;obstruction_level=Medium
apriori,0.05718,downlink_shortfall_fraction=shortfall_low;jitter_ms=jitter_moderate;movement_speed=Walking,3,downlink_shortfall_fraction=shortfall_low;jitter_ms=jitter_moderate;movement_speed=Walking
apriori,0.05716,infrastructure_profile=Nominal;offered_downlink_mbps=offered_high;time_of_day=evening,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_high;time_of_day=evening
apriori,0.05716,obstruction_level=Medium;service_degraded=0;time_of_day=night,3,obstruction_level=Medium;service_degraded=0;time_of_day=night
apriori,0.05714,band=n78;congestion_level=High;network_type=5G_SA,3,band=n78;congestion_level=High;network_type=5G_SA
apriori,0.05712,app_type=Browse;jitter_ms=jitter_low;offered_downlink_mbps=offered_moderate,3,app_type=Browse;jitter_ms=jitter_low;offered_downlink_mbps=offered_moderate
